"","X","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","comp","significant","expression","human_gene"
"1063",1573,"St8sia4",7.45536038187582e-18,-0.612699340742682,0.278,0.387,1.128741561816e-13,"NP+","significant","negative","ST8SIA4"
"1064",821,"Phrf1",7.04762144603139e-08,0.612651461595691,0.365,0.257,0.00106700988692915,"Untreated","significant","positive","PHRF1"
"1065",559,"Dhx38",1.46283162216689e-12,0.612236264039231,0.696,0.6,2.21472707596067e-08,"Untreated","significant","positive","DHX38"
"1066",1152,"Rassf4",4.73362141855858e-51,0.612022984661463,0.812,0.617,7.1667028276977e-47,"NP-","significant","positive","RASSF4"
"1067",562,"Cnn2",1.83427489238932e-12,0.611990779946512,0.688,0.567,2.77709218707743e-08,"Untreated","significant","positive","CNN2"
"1068",816,"Nfix",5.49372595614353e-08,-0.611717916033151,0.253,0.384,0.000831750109760131,"Untreated","significant","negative","NFIX"
"1069",728,"S100a10",3.00564290901424e-09,0.611488157081682,0.512,0.384,4.55054336424757e-05,"Untreated","significant","positive","S100A10"
"1070",799,"Pstpip1",2.76941354834883e-08,0.611358678249187,0.48,0.366,0.000419289211220013,"Untreated","significant","positive","PSTPIP1"
"1071",1641,"Vcl",3.05371811654722e-11,-0.610892365040605,0.234,0.313,4.6233292284525e-07,"NP+","significant","negative","VCL"
"1072",864,"Sypl",2.20550909082918e-07,-0.610797131271533,0.282,0.401,0.00333914076351538,"Untreated","significant","negative",NA
"1073",663,"Parp14",2.43031695982239e-10,-0.610762026212928,0.403,0.536,3.67949987717109e-06,"Untreated","significant","negative","PARP14"
"1074",741,"Gyg",5.62610847259873e-09,-0.610163353483584,0.401,0.524,8.51792822751448e-05,"Untreated","significant","negative",NA
"1075",1439,"Prr13",1.64893472961032e-38,0.61010432869299,0.649,0.483,2.49648718063002e-34,"NP+","significant","positive","PRR13"
"1076",641,"Igbp1",9.13522667399479e-11,-0.610100494974605,0.325,0.48,1.38307331844281e-06,"Untreated","significant","negative","IGBP1C"
"1077",377,"Hnrnpa1",1.42745501476616e-18,-0.609943133923146,0.531,0.715,2.16116689235596e-14,"Untreated","significant","negative","HNRNPA1L2"
"1078",354,"Prrc2c",2.60909978593156e-19,-0.609757386700948,0.465,0.682,3.95017707590038e-15,"Untreated","significant","negative","PRRC2C"
"1079",433,"Bst2",1.60832821105938e-16,-0.609574548131874,0.544,0.728,2.4350089115439e-12,"Untreated","significant","negative","BST2"
"1080",633,"Otulin",6.50411050859698e-11,0.609352363334597,0.573,0.466,9.84722331001583e-07,"Untreated","significant","positive","OTULIN"
"1081",1294,"Cep85l",5.09592012342764e-07,-0.609296790975594,0.191,0.253,0.00771522306686944,"NP-","significant","negative","CEP85L"
"1082",1418,"Prkcb",2.2174392585561e-44,0.608639820674557,0.636,0.434,3.35720303745393e-40,"NP+","significant","positive","PRKCB"
"1083",1371,"Vasp",1.01361601175746e-67,0.608428939827046,0.903,0.753,1.53461464180079e-63,"NP+","significant","positive","VASP"
"1084",502,"Ski",2.25601581826314e-14,0.608366579189042,0.527,0.361,3.4156079488504e-10,"Untreated","significant","positive","SKI"
"1085",768,"Cd244a",9.47249547966519e-09,0.60735705246664,0.401,0.275,0.000143413581562131,"Untreated","significant","positive","CD244"
"1086",761,"Gdi1",7.7389800515411e-09,0.606589223877049,0.463,0.345,0.000117168157980332,"Untreated","significant","positive","GDI1"
"1087",668,"Tubb6",3.14877820979758e-10,0.606221798676823,0.592,0.476,4.76725020963354e-06,"Untreated","significant","positive","TUBB6"
"1088",662,"Pcf11",2.37659301846916e-10,0.605831356247893,0.586,0.481,3.59816182996231e-06,"Untreated","significant","positive","PCF11"
"1089",863,"Snrpc",2.12375042264036e-07,0.605293069537318,0.416,0.312,0.0032153581398775,"Untreated","significant","positive","SNRPC"
"1090",681,"Stx16",4.79796483750989e-10,0.604714745851988,0.556,0.438,7.26411876398998e-06,"Untreated","significant","positive","STX16"
"1091",1341,"Ptk2b",2.17214981251732e-89,0.60448573744547,0.925,0.723,3.28863481615122e-85,"NP+","significant","positive","PTK2B"
"1092",1396,"Tkt",3.83100179255755e-53,0.604437590637046,0.784,0.605,5.80013671393213e-49,"NP+","significant","positive","TKT"
"1093",304,"Anp32a",2.23313820007511e-22,0.604431486880446,0.847,0.783,3.38097123491372e-18,"Untreated","significant","positive","ANP32CP"
"1094",1553,"Arhgap26",1.93471861814604e-19,-0.603582496363431,0.356,0.469,2.92916398787311e-15,"NP+","significant","negative","ARHGAP26"
"1095",151,"Flna",9.8675520183123e-35,-0.603466190616082,0.921,0.935,1.49394737557248e-30,"Untreated","significant","negative","FLNA"
"1096",1517,"Kmt5a",1.28882699821137e-23,0.603390324116034,0.432,0.298,1.95128407529201e-19,"NP+","significant","positive","KMT5A"
"1097",1534,"Ripk3",1.06219149241207e-21,0.60338755262322,0.418,0.29,1.60815791951188e-17,"NP+","significant","positive","RIPK3"
"1098",80,"Gm2a",6.99203966474847e-49,0.602972260640584,0.992,0.915,1.05859480524292e-44,"Untreated","significant","positive","GM2A"
"1099",474,"Tkt",3.97523653868657e-15,-0.602750768209229,0.55,0.712,6.01850811957147e-11,"Untreated","significant","negative","TKT"
"1100",711,"Mia3",1.75904861228977e-09,0.602553496026607,0.499,0.381,2.66319959900671e-05,"Untreated","significant","positive","MIA3"
"1101",470,"Esyt1",2.92937101691984e-15,0.602375159390391,0.728,0.615,4.43506771961664e-11,"Untreated","significant","positive","ESYT1"
"1102",1388,"Myo1g",1.85373252778967e-59,0.602146494756911,0.877,0.724,2.80655104707356e-55,"NP+","significant","positive","MYO1G"
"1103",108,"Csf1r",1.41654635903113e-41,-0.602124434897662,0.887,0.898,2.14465118757313e-37,"Untreated","significant","negative","CSF1R"
"1104",727,"Slc9a3r1",2.90154210749851e-09,0.601904052576019,0.533,0.422,4.39293475075274e-05,"Untreated","significant","positive",NA
"1105",1204,"Mcemp1",2.39077754977911e-20,0.601607063039577,0.435,0.303,3.61963721036558e-16,"NP-","significant","positive","MCEMP1"
"1106",479,"Bnip2",5.338421697213e-15,-0.601183745341888,0.406,0.592,8.08237044958048e-11,"Untreated","significant","negative","BNIP2"
"1107",367,"Uqcrfs1",8.16386671858066e-19,-0.601173690852093,0.459,0.672,1.23600942119311e-14,"Untreated","significant","negative","UQCRFS1P1"
"1108",617,"Tax1bp1",2.25468664944853e-11,-0.600958938946281,0.42,0.584,3.41359558726508e-07,"Untreated","significant","negative","TAX1BP1"
"1109",1597,"BC028528",3.00537031706079e-15,-0.600454058347117,0.505,0.572,4.55013066003004e-11,"NP+","significant","negative","C1orf54"
"1110",1334,"Pla2g7",6.6983828122794e-93,0.600345628574152,0.975,0.736,1.0141351577791e-88,"NP+","significant","positive","PLA2G7"
"1111",1268,"Galnt2",4.55845881213745e-09,-0.599738187003608,0.206,0.283,6.90150664157609e-05,"NP-","significant","negative","GALNT2"
"1112",223,"Aup1",1.57041857162343e-27,-0.599546057708829,0.665,0.844,2.37761371743788e-23,"Untreated","significant","negative","AUP1"
"1113",1193,"Il13ra1",1.60648099209485e-23,0.599360551090616,0.481,0.333,2.43221222203161e-19,"NP-","significant","positive","IL13RA1"
"1114",1470,"Dram1",3.13810773614647e-31,0.599360328259006,0.531,0.364,4.75109511252575e-27,"NP+","significant","positive","DRAM1"
"1115",1504,"Aim2",1.27690086868874e-25,0.599262794189482,0.46,0.316,1.93322791519475e-21,"NP+","significant","positive","AIM2"
"1116",1542,"Cbfa2t3",1.39759941697556e-20,-0.598577915994302,0.454,0.556,2.115965517301e-16,"NP+","significant","negative","CBFA2T3"
"1117",1656,"Phactr2",1.68233337195882e-09,-0.598555526239572,0.208,0.276,2.54705272514566e-05,"NP+","significant","negative","PHACTR2"
"1118",1182,"Hp",1.35721544973589e-27,0.598510207115229,0.604,0.434,2.05482419090014e-23,"NP-","significant","positive","HPR"
"1119",1591,"Tcn2",7.14486478411657e-16,-0.598469495951245,0.618,0.678,1.08173252831525e-11,"NP+","significant","negative","TCN2"
"1120",851,"Slc7a7",1.51417980670658e-07,-0.598435360799082,0.227,0.35,0.00229246822735376,"Untreated","significant","negative","SLC7A7"
"1121",1364,"Lcp2",3.96103917492613e-71,0.597498067348367,0.857,0.619,5.99701331083816e-67,"NP+","significant","positive","LCP2"
"1122",430,"Srsf9",8.27181759167181e-17,0.59739865204889,0.807,0.771,1.25235318337911e-12,"Untreated","significant","positive","SRSF9"
"1123",1667,"Fkbp1a",2.04800385764561e-07,-0.597388100690857,0.254,0.309,0.00310067784047545,"NP+","significant","negative","FKBP1C"
"1124",1178,"Ifi44",1.73935575804843e-29,0.596569067505482,0.668,0.519,2.63338461768532e-25,"NP-","significant","positive","IFI44"
"1125",1422,"Tnfaip3",1.11527485412917e-42,0.596005395877677,0.642,0.449,1.68852612915157e-38,"NP+","significant","positive","TNFAIP3"
"1126",1239,"Sptan1",8.49721991544877e-13,-0.595898775737534,0.583,0.644,1.28647909519894e-08,"NP-","significant","negative","SPTAN1"
"1127",872,"Fhod1",3.08675283339258e-07,0.595148485708634,0.369,0.266,0.00467334378975636,"Untreated","significant","positive","FHOD1"
"1128",782,"Gsr",1.3407731985025e-08,-0.595086593787083,0.365,0.495,0.000202993062253279,"Untreated","significant","negative","GSR"
"1129",1231,"Ndrg1",5.52511181863884e-14,0.594700651048287,0.374,0.271,8.3650192934192e-10,"NP-","significant","positive","NDRG1"
"1130",111,"Mpeg1",4.3973206227368e-41,-0.593958683427975,0.953,0.904,6.65754342282351e-37,"Untreated","significant","negative","MPEG1"
"1131",654,"Far1",1.60132851456066e-10,0.59201555684118,0.616,0.515,2.42441137104483e-06,"Untreated","significant","positive","FAR1"
"1132",1290,"Klf9",1.51593304363417e-07,-0.591984608938819,0.216,0.283,0.00229512262806214,"NP-","significant","negative","KLF9"
"1133",657,"Atp5o",1.69888730251426e-10,-0.59189557278206,0.327,0.482,2.57211537600659e-06,"Untreated","significant","negative",NA
"1134",1222,"Zswim8",4.71311661607324e-15,-0.590837301935907,0.275,0.387,7.13565855673489e-11,"NP-","significant","negative","ZSWIM8"
"1135",549,"Ptma",7.67538091441806e-13,0.590268887661281,0.69,0.591,1.16205267044289e-08,"Untreated","significant","positive","PTMA"
"1136",1506,"Sh3kbp1",3.58473074647789e-25,0.589434277767315,0.451,0.307,5.42728235016752e-21,"NP+","significant","positive","SH3KBP1"
"1137",786,"Rab10",1.589484025401e-08,-0.589421931915618,0.357,0.479,0.000240647881445712,"Untreated","significant","negative","RAB10"
"1138",218,"Tcirg1",9.51298088435005e-28,-0.589369279772736,0.732,0.893,1.4402653058906e-23,"Untreated","significant","negative","TCIRG1"
"1139",1538,"Pdxk",2.11011835794603e-21,0.589210609468545,0.505,0.386,3.19471919393029e-17,"NP+","significant","positive","PDXK"
"1140",856,"Tpp1",1.74055153184016e-07,-0.588328304505097,0.293,0.415,0.00263519501920601,"Untreated","significant","negative","TPP1"
"1141",1154,"Camk1d",2.99885343761243e-50,0.588089013482977,0.806,0.611,4.54026410454522e-46,"NP-","significant","positive","CAMK1D"
"1142",1228,"Hk2",3.65706941456508e-14,0.586038887430128,0.366,0.263,5.53680309365154e-10,"NP-","significant","positive","HK2"
"1143",1244,"Ski",3.09360187362228e-12,-0.585636052351297,0.316,0.405,4.68371323666413e-08,"NP-","significant","negative","SKI"
"1144",1279,"Tmem63a",2.83353343468383e-08,-0.585179431033705,0.203,0.275,0.000428996962011132,"NP-","significant","negative","TMEM63A"
"1145",1217,"Vrk1",7.2143319259593e-16,0.584745570408607,0.427,0.313,1.09224985359024e-11,"NP-","significant","positive","VRK1"
"1146",408,"mt-Atp6",1.35573190885683e-17,-0.584525496431467,0.565,0.746,2.05257811000924e-13,"Untreated","significant","negative","ATP6"
"1147",1409,"Tgif1",4.28999095579592e-48,0.5841499783692,0.738,0.551,6.49504630707502e-44,"NP+","significant","positive","TGIF1"
"1148",1427,"mt-Nd1",6.00057313063632e-41,0.583583031254249,0.649,0.472,9.08486771978339e-37,"NP+","significant","positive","ND1"
"1149",432,"Aif1",1.48941982934161e-16,-0.583371801815097,0.813,0.837,2.25498162162319e-12,"Untreated","significant","negative","AIF1"
"1150",1202,"Tmem173",7.32911421239723e-21,0.583116326823949,0.452,0.315,1.10962789175694e-16,"NP-","significant","positive",NA
"1151",339,"Ptprj",2.65522130721131e-20,-0.582469375997415,0.707,0.822,4.02000505911793e-16,"Untreated","significant","negative","PTPRJ"
"1152",1663,"Reep3",2.5916044750406e-08,-0.582004349975724,0.2,0.261,0.000392368917521146,"NP+","significant","negative","REEP3"
"1153",1245,"Rnd3",4.44789538593909e-12,0.580172840618783,0.298,0.205,6.73411361431178e-08,"NP-","significant","positive","RND3"
"1154",1472,"Ldlrad3",6.59295180833416e-31,0.57951991640357,0.565,0.399,9.98172903781792e-27,"NP+","significant","positive","LDLRAD3"
"1155",534,"Rp2",2.32371521125872e-13,-0.579123911684043,0.444,0.598,3.5181048298457e-09,"Untreated","significant","negative","RP2"
"1156",1451,"Nedd9",6.04514308208181e-35,0.578968060808745,0.636,0.48,9.15234662627187e-31,"NP+","significant","positive","NEDD9"
"1157",658,"Sumf1",1.83197026459932e-10,-0.578904881276205,0.304,0.463,2.77360298060336e-06,"Untreated","significant","negative","SUMF1"
"1158",1563,"Asph",1.58028316718521e-18,0.578874380677662,0.38,0.264,2.39254871511841e-14,"NP+","significant","positive","ASPH"
"1159",1467,"Dock5",4.00428552474498e-32,0.57838482267895,0.55,0.379,6.0624882844639e-28,"NP+","significant","positive","DOCK5"
"1160",730,"Tbk1",3.51832454190266e-09,-0.578375653579156,0.297,0.444,5.32674335644063e-05,"Untreated","significant","negative","TBK1"
"1161",859,"Tmbim4",1.90597801187079e-07,-0.57767010528646,0.257,0.377,0.00288565070997237,"Untreated","significant","negative","TMBIM4"
"1162",1184,"Dpy19l1",5.7301424447867e-27,0.577103921230742,0.552,0.39,8.67543566140706e-23,"NP-","significant","positive","DPY19L1"
"1163",666,"Serinc1",2.68160030029915e-10,-0.576974298402544,0.363,0.513,4.05994285465291e-06,"Untreated","significant","negative","SERINC1"
"1164",744,"Capn2",5.71804160555369e-09,0.576515409129806,0.605,0.506,8.65711499080829e-05,"Untreated","significant","positive","CAPN2"
"1165",686,"Trim25",5.98682776864966e-10,0.576395314391191,0.675,0.577,9.06405724173558e-06,"Untreated","significant","positive","TRIM25"
"1166",360,"Ttc7",5.04049926273239e-19,0.576180755182397,0.826,0.767,7.63131588377684e-15,"Untreated","significant","positive","TTC7A"
"1167",516,"Tcf25",7.11864524739161e-14,0.575525434931079,0.747,0.704,1.07776289045509e-09,"Untreated","significant","positive","TCF25"
"1168",1149,"Gpr132",9.64414714860665e-54,0.575377387874412,0.861,0.684,1.46012387829905e-49,"NP-","significant","positive","GPR132"
"1169",710,"Prkar1a",1.73117016916265e-09,0.575308170150817,0.55,0.438,2.62099163611225e-05,"Untreated","significant","positive","PRKAR1A"
"1170",1327,"H2-Eb1",2.96942876833679e-107,0.575001737891678,0.985,0.959,4.4957151552619e-103,"NP+","significant","positive","HLA-DRB5"
"1171",1175,"Rnase6",1.07407238472192e-30,0.574415019227797,0.578,0.398,1.62614559046899e-26,"NP-","significant","positive","RNASE6"
"1172",353,"Pomp",2.35366598740904e-19,-0.574035666222473,0.556,0.734,3.56345030493729e-15,"Untreated","significant","negative","POMP"
"1173",1625,"Arglu1",1.06858480463921e-12,-0.573944616050079,0.461,0.522,1.61783739422376e-08,"NP+","significant","negative","ARGLU1"
"1174",1221,"Smc6",3.73641633426599e-15,-0.573789788585878,0.29,0.405,5.65693433007871e-11,"NP-","significant","negative","SMC6"
"1175",1191,"Pstpip1",2.50716706583951e-24,0.573721101722471,0.483,0.331,3.79585093768102e-20,"NP-","significant","positive","PSTPIP1"
"1176",1346,"Sema4d",6.14551880764179e-87,0.573078955336298,0.963,0.761,9.30431547476967e-83,"NP+","significant","positive","SEMA4D"
"1177",1530,"Filip1l",2.55630578544723e-22,0.573013903579702,0.432,0.299,3.87024695916711e-18,"NP+","significant","positive","FILIP1L"
"1178",869,"Ndfip1",2.70102798973674e-07,0.571877657915934,0.51,0.423,0.00408935637646143,"Untreated","significant","positive","NDFIP1"
"1179",1214,"Batf3",6.21825444683414e-17,0.571845081700801,0.34,0.225,9.41443723250689e-13,"NP-","significant","positive","BATF3"
"1180",735,"Nectin1",4.47404113023472e-09,0.571602727940659,0.446,0.314,6.77369827117536e-05,"Untreated","significant","positive","NECTIN1"
"1181",1254,"Arhgef3",5.12611165333677e-11,-0.570952006594184,0.298,0.389,7.76093304315187e-07,"NP-","significant","negative","ARHGEF3"
"1182",1275,"Tubb4b",1.99301679275283e-08,-0.57094021818456,0.183,0.255,0.000301742742422778,"NP-","significant","negative","TUBB4B"
"1183",1630,"Amdhd2",3.53132114547927e-12,0.570253104794816,0.382,0.3,5.34642021425562e-08,"NP+","significant","positive","AMDHD2"
"1184",1608,"Lrp5",8.72700951676843e-15,-0.569930334202608,0.507,0.58,1.32126924083874e-10,"NP+","significant","negative","LRP5L"
"1185",836,"Vrk1",1.13251054341476e-07,0.569610338510262,0.446,0.337,0.00171462096272995,"Untreated","significant","positive","VRK1"
"1186",519,"Eif1",8.85398488598107e-14,-0.568734228171951,0.369,0.556,1.34049331173753e-09,"Untreated","significant","negative","EIF1"
"1187",206,"Hck",3.78840112987599e-29,-0.568472318156234,0.866,0.885,5.73563931063225e-25,"Untreated","significant","negative","HCK"
"1188",653,"Scarb2",1.56479035365374e-10,-0.568285145135174,0.384,0.535,2.36909259543175e-06,"Untreated","significant","negative","SCARB2"
"1189",683,"Cndp2",5.21397893457823e-10,-0.568031808073972,0.484,0.603,7.89396410695144e-06,"Untreated","significant","negative","CNDP2"
"1190",1291,"Dgkh",2.56713981044159e-07,-0.56772133755286,0.196,0.26,0.00388664967300857,"NP-","significant","negative","DGKH"
"1191",1622,"Kifc3",4.17079805679882e-13,-0.567343956314075,0.257,0.347,6.31458825799341e-09,"NP+","significant","negative","KIFC3"
"1192",586,"Mbnl1",5.24480311054667e-12,0.567171922930461,0.569,0.422,7.94063190936766e-08,"Untreated","significant","positive","MBNL1"
"1193",1498,"Tlr13",1.6480911744994e-26,0.566122061188027,0.485,0.334,2.49521003819209e-22,"NP+","significant","positive",NA
"1194",1282,"Sun2",3.77272006530889e-08,-0.565063309623531,0.198,0.268,0.000571189817887766,"NP-","significant","negative","SUN2"
"1195",535,"Cox5a",2.81724544826538e-13,-0.5650256229647,0.423,0.59,4.26530960867378e-09,"Untreated","significant","negative","COX5A"
"1196",175,"H3f3a",5.93521504752935e-32,0.564949459325029,0.932,0.899,8.98591558195943e-28,"Untreated","significant","positive","H3-3B"
"1197",677,"Myh9",4.42018992454038e-10,0.564056457795189,0.635,0.557,6.69216754575413e-06,"Untreated","significant","positive","MYH9"
"1198",1156,"Ly86",9.76179399353963e-48,0.563886965510943,0.812,0.601,1.4779356106219e-43,"NP-","significant","positive","LY86"
"1199",1255,"Uck2",9.76458034084614e-11,0.563727789139524,0.269,0.188,1.47835746360411e-06,"NP-","significant","positive","UCK2"
"1200",1243,"Atrnl1",2.74126603330913e-12,0.563244501197685,0.304,0.212,4.15027677443002e-08,"NP-","significant","positive","ATRNL1"
"1201",478,"Fbrs",5.00058061291599e-15,0.563229418130269,0.756,0.682,7.57087904795481e-11,"Untreated","significant","positive","FBRS"
"1202",774,"Ppp1r18",1.11512840706569e-08,0.560404676273003,0.582,0.504,0.000168830440829745,"Untreated","significant","positive","PPP1R18"
"1203",1578,"Tcf7l2",1.20347290103044e-17,0.560245494851358,0.394,0.28,1.82205797216009e-13,"NP+","significant","positive","TCF7L2"
"1204",1620,"Qsox1",2.54562464633425e-13,-0.560108988364508,0.36,0.445,3.85407571455005e-09,"NP+","significant","negative","QSOX1"
"1205",792,"Slc35c2",2.12015271460118e-08,0.559516998977154,0.505,0.392,0.000320991120990618,"Untreated","significant","positive","SLC35C2"
"1206",1325,"H2-Aa",8.02917572640647e-110,0.559244141366742,0.992,0.966,1.21561720497794e-105,"NP+","significant","positive","HLA-DQA2"
"1207",1359,"Pik3ap1",6.60954309083285e-74,0.559040852754686,0.925,0.745,1.00068482395209e-69,"NP+","significant","positive","PIK3AP1"
"1208",893,"Sfr1",5.20519068969663e-07,-0.557961263554128,0.299,0.413,0.0078806587042007,"Untreated","significant","negative","SFR1"
"1209",1263,"H2-Q7",1.37089457990594e-09,-0.557913953117192,0.432,0.495,2.0755343939776e-05,"NP-","significant","negative","HLA-G"
"1210",1224,"Oas3",1.0147101019105e-14,0.557613396696722,0.359,0.252,1.5362710942925e-10,"NP-","significant","positive","OAS3"
"1211",514,"Phc2",6.05745158535261e-14,-0.557437840821221,0.45,0.633,9.17098170022385e-10,"Untreated","significant","negative","PHC2"
"1212",421,"Myl12b",4.8791867285705e-17,-0.557361332142205,0.52,0.71,7.38708870705574e-13,"Untreated","significant","negative","MYL12B"
"1213",861,"Pycard",2.01855005593175e-07,-0.557133792902886,0.325,0.44,0.00305608478468067,"Untreated","significant","negative","PYCARD"
"1214",1626,"Nfatc3",1.64814720955556e-12,0.557045391814061,0.256,0.172,2.49529487526711e-08,"NP+","significant","positive","NFATC3"
"1215",1357,"Ctsz",1.16550404683228e-75,0.556922276828352,0.996,0.863,1.76457312690407e-71,"NP+","significant","positive","CTSZ"
"1216",263,"Ppp1r9b",4.33093822338519e-25,0.556910515686865,0.898,0.874,6.55704047020517e-21,"Untreated","significant","positive","PPP1R9B"
"1217",1617,"Gfpt1",2.02629435628231e-13,0.555822562985316,0.326,0.234,3.06780965541141e-09,"NP+","significant","positive","GFPT1"
"1218",201,"Rap1a",1.70110385179913e-29,-0.55483358425904,0.764,0.907,2.57547123162389e-25,"Untreated","significant","negative","RAP1A"
"1219",1623,"Mboat7",8.11777110983112e-13,-0.554714764095619,0.275,0.364,1.22903054602843e-08,"NP+","significant","negative","MBOAT7"
"1220",1502,"Lrmp",6.86708041222604e-26,0.553868903277457,0.468,0.317,1.03967597441102e-21,"NP+","significant","positive",NA
"1221",1285,"Ccdc71l",7.50196941647496e-08,-0.553318332078569,0.192,0.261,0.00113579816965431,"NP-","significant","negative","CCDC71L"
"1222",1237,"Myl6",3.99609944774478e-13,-0.553113340716173,0.312,0.412,6.0500945638856e-09,"NP-","significant","negative","MYL6"
"1223",830,"Pik3cb",1.01312637814038e-07,-0.552976696586529,0.287,0.41,0.00153387333650453,"Untreated","significant","negative","PIK3CB"
"1224",1269,"Fam76b",8.04806157987914e-09,-0.552902230059373,0.196,0.271,0.00012184765231937,"NP-","significant","negative","FAM76B"
"1225",1410,"Rassf5",6.01583602742859e-48,0.552701545425705,0.766,0.592,9.10797574552688e-44,"NP+","significant","positive","RASSF5"
"1226",665,"Snrnp70",2.65701444905361e-10,0.552609270146368,0.631,0.528,4.02271987586716e-06,"Untreated","significant","positive","SNRNP70"
"1227",1401,"Atp6v0c",1.65756113777945e-50,0.552406037085614,0.874,0.716,2.50954756259808e-46,"NP+","significant","positive","ATP6V0C"
"1228",1280,"Tex264",2.90018349316013e-08,-0.552171014748656,0.191,0.262,0.000439087780864443,"NP-","significant","negative","TEX264"
"1229",1281,"Add1",3.5243439327812e-08,-0.551691265646975,0.252,0.323,0.000533585671423074,"NP-","significant","negative","ADD1"
"1230",1600,"Adgrg5",3.29649564176793e-15,-0.551618822635655,0.364,0.457,4.99089440163664e-11,"NP+","significant","negative","ADGRG5"
"1231",1188,"Tmpo",4.9619604991367e-26,0.550742414195175,0.579,0.429,7.51240819569297e-22,"NP-","significant","positive","TMPO"
"1232",177,"Rap1b",7.50723881219487e-32,-0.55069400044255,0.907,0.946,1.1365959561663e-27,"Untreated","significant","negative","RAP1BL"
"1233",1338,"Sirpa",4.58820672175544e-90,0.550193498518828,0.993,0.785,6.94654497673774e-86,"NP+","significant","positive","SIRPA"
"1234",894,"Tle3",5.279010649357e-07,0.549704160335398,0.465,0.364,0.00799242212312649,"Untreated","significant","positive","TLE3"
"1235",537,"Ttyh3",3.04262525688732e-13,0.549286845512784,0.756,0.693,4.6065346389274e-09,"Untreated","significant","positive","TTYH3"
"1236",1208,"Rab11fip1",4.47058854911612e-18,0.549236034714986,0.428,0.302,6.76847106336181e-14,"NP-","significant","positive","RAB11FIP1"
"1237",1518,"Tgfbr1",1.54558422169643e-23,0.548925902971803,0.492,0.357,2.34001451164839e-19,"NP+","significant","positive","TGFBR1"
"1238",875,"Scaf1",3.32236053334422e-07,0.548002501257359,0.406,0.302,0.00503005384748315,"Untreated","significant","positive","SCAF1"
"1239",1411,"Plaat3",8.12612196037452e-48,0.547701898984158,0.752,0.54,1.2302948648007e-43,"NP+","significant","positive","PLAAT3"
"1240",447,"Rbm7",5.32079370200562e-16,-0.547299728346593,0.548,0.705,8.05568166483651e-12,"Untreated","significant","negative","RBM7"
"1241",1232,"Fbxl5",7.02290405158557e-14,0.546892671410069,0.435,0.328,1.06326767341005e-09,"NP-","significant","positive","FBXL5"
"1242",1159,"Sla",4.43193964305574e-45,0.546459928043833,0.799,0.611,6.70995661958639e-41,"NP-","significant","positive","SLA"
"1243",808,"Baz2a",3.83902272371551e-08,0.54588244938299,0.556,0.467,0.000581228040370528,"Untreated","significant","positive","BAZ2A"
"1244",1645,"Gadd45b",8.5930301039946e-11,0.545734227421343,0.356,0.268,1.30098475774478e-06,"NP+","significant","positive","GADD45B"
"1245",1164,"Sema4a",1.71811098193317e-40,0.545441572101784,0.709,0.509,2.60122002664683e-36,"NP-","significant","positive","SEMA4A"
"1246",1512,"Cxcl2",2.80222258316033e-24,0.54531383694383,0.494,0.346,4.24256499090474e-20,"NP+","significant","positive","CXCL3"
"1247",1215,"Adgre1",6.29997306568511e-17,0.545184357600265,0.493,0.365,9.53815922144726e-13,"NP-","significant","positive","ADGRE1"
"1248",579,"Canx",3.27813255958923e-12,-0.544720099397917,0.412,0.58,4.96309269521809e-08,"Untreated","significant","negative","CANX"
"1249",1331,"Cyba",6.18060070661063e-98,0.544577179986224,0.996,0.853,9.35742946980849e-94,"NP+","significant","positive","CYBA"
"1250",1495,"Cdc42se2",1.17934659855076e-26,0.544348970311225,0.575,0.44,1.78553075020585e-22,"NP+","significant","positive","CDC42SE2"
"1251",594,"Ak2",6.76193866302341e-12,-0.543448278107031,0.461,0.611,1.02375751358174e-07,"Untreated","significant","negative","AK2"
"1252",614,"Psmc3",1.98590627631848e-11,-0.543439411305925,0.359,0.529,3.00666210234618e-07,"Untreated","significant","negative","PSMC3"
"1253",296,"Mob1a",1.09147350523833e-22,-0.543394845167256,0.641,0.829,1.65249088693084e-18,"Untreated","significant","negative","MOB1A"
"1254",608,"D8Ertd738e",1.36284733990479e-11,0.543358627133236,0.684,0.613,2.06335087261585e-07,"Untreated","significant","positive","C19orf53"
"1255",1593,"Rragc",1.01177015163408e-15,0.54318207842414,0.369,0.264,1.53182000957399e-11,"NP+","significant","positive","RRAGC"
"1256",628,"Nfkbiz",4.65015099592608e-11,0.542947485560979,0.569,0.429,7.04032860783209e-07,"Untreated","significant","positive","NFKBIZ"
"1257",717,"Ezr",2.13066203628194e-09,0.542947485560979,0.599,0.483,3.22582232293085e-05,"Untreated","significant","positive","EZR"
"1258",491,"Fes",7.91193951108772e-15,0.542693561358297,0.822,0.772,1.19786764197868e-10,"Untreated","significant","positive","FES"
"1259",336,"H3f3b",1.6774699115388e-20,-0.542437353603797,0.707,0.857,2.53968944606974e-16,"Untreated","significant","negative","H3-3B"
"1260",1155,"Gpr141",1.22949319045104e-48,0.542358651478791,0.84,0.648,1.86145269034288e-44,"NP-","significant","positive","GPR141"
"1261",626,"Arf3",4.36160170563648e-11,0.54215735128205,0.667,0.591,6.60346498233363e-07,"Untreated","significant","positive","ARF3"
