"","X","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","comp","significant","expression","human_gene"
"355",567,"Prkag2",2.320095605502e-12,1.00080718815589,0.282,0.159,3.51262474673003e-08,"Untreated","significant","positive","PRKAG2"
"356",520,"Rbm38",9.01003404239996e-14,1.00064044693766,0.306,0.171,1.36411915401935e-09,"Untreated","significant","positive","RBM38"
"357",235,"Tagln2",6.37823565264875e-27,1.00057323887279,0.682,0.463,9.6566487781102e-23,"Untreated","significant","positive","TAGLN2"
"358",615,"Ints1",2.15810517534246e-11,0.999600416825893,0.278,0.162,3.26737123546848e-07,"Untreated","significant","positive","INTS1"
"359",684,"Nat8l",5.59119025923709e-10,0.999600416825893,0.251,0.146,8.46506205248495e-06,"Untreated","significant","positive","NAT8L"
"360",130,"Gabarap",6.14451453411756e-38,-0.997902644663256,0.38,0.684,9.30279500465398e-34,"Untreated","significant","negative","GABARAP"
"361",58,"Plac8",6.81308476395322e-57,-0.996618721992884,0.917,0.869,1.03150103326252e-52,"Untreated","significant","negative","PLAC8"
"362",593,"Phf21a",6.68856421415756e-12,0.996489722478521,0.257,0.14,1.01264862202345e-07,"Untreated","significant","positive","PHF21A"
"363",1386,"Malt1",4.14743288180463e-60,0.995832624845724,0.634,0.434,6.27921338305221e-56,"NP+","significant","positive","MALT1"
"364",113,"Anxa2",5.2734137290595e-41,0.994783400528117,0.786,0.574,7.98394838579608e-37,"Untreated","significant","positive","ANXA2P2"
"365",438,"Zfp362",2.35371091822107e-16,0.994189820992532,0.306,0.156,3.56351833018671e-12,"Untreated","significant","positive","ZNF362"
"366",611,"Cd302",1.86402213935661e-11,-0.991960502769616,0.161,0.308,2.82212951898591e-07,"Untreated","significant","negative","CD302"
"367",267,"Clic4",9.11568560404253e-25,-0.991165756202588,0.418,0.64,1.38011480045204e-20,"Untreated","significant","negative","CLIC4"
"368",805,"Elk3",3.50740540031349e-08,-0.990593825554507,0.231,0.353,0.000531021177607462,"Untreated","significant","negative","ELK3"
"369",529,"Inafm2",1.69711446783564e-13,0.990204073223558,0.301,0.167,2.56943130430317e-09,"Untreated","significant","positive","INAFM2"
"370",194,"Celf2",2.06503426200508e-30,0.990015815395057,0.684,0.484,3.1264618726757e-26,"Untreated","significant","positive","CELF2"
"371",307,"Prkch",4.30366869184078e-22,-0.989968432596555,0.306,0.533,6.51575439944694e-18,"Untreated","significant","negative","PRKCH"
"372",363,"Isoc1",5.84289351215444e-19,-0.989096934108606,0.212,0.428,8.84614077740182e-15,"Untreated","significant","negative","ISOC1"
"373",575,"Atg3",3.01815871710642e-12,0.988113707600914,0.352,0.221,4.56949229769912e-08,"Untreated","significant","positive","ATG3"
"374",350,"Plec",1.85428841688791e-19,0.986886070307996,0.588,0.44,2.8073926631683e-15,"Untreated","significant","positive","PLEC"
"375",669,"Hjurp",3.26685297598126e-10,0.986703974432066,0.291,0.179,4.94601540563563e-06,"Untreated","significant","positive","HJURP"
"376",82,"Gngt2",3.64000910673935e-48,-0.985901724354647,0.684,0.867,5.51097378760338e-44,"Untreated","significant","negative","GNGT2"
"377",308,"Msl1",4.37598357512417e-22,0.985621638506021,0.442,0.244,6.625239132738e-18,"Untreated","significant","positive","MSL1"
"378",458,"Uck2",1.04561521371665e-15,0.98465918325441,0.352,0.197,1.58306143356701e-11,"Untreated","significant","positive","UCK2"
"379",318,"Ifi211",1.85637715934087e-21,-0.98266963913751,0.318,0.539,2.81055501924208e-17,"Untreated","significant","negative","PYHIN1"
"380",187,"C3",4.99922325833199e-31,-0.981872448127189,0.51,0.721,7.56882401311463e-27,"Untreated","significant","negative","C3"
"381",649,"Bloc1s4",1.3060780737993e-10,0.980863854244308,0.27,0.158,1.97740220373214e-06,"Untreated","significant","positive","BLOC1S4"
"382",493,"Alcam",1.03304365260469e-14,0.979448158429267,0.297,0.157,1.5640280900435e-10,"Untreated","significant","positive","ALCAM"
"383",596,"Ddit3",8.4637113181559e-12,0.979328021799633,0.316,0.193,1.2814058935688e-07,"Untreated","significant","positive","DDIT3"
"384",120,"Fth1",1.44338310778804e-39,-0.976937381072923,0.921,0.943,2.1852820251911e-35,"Untreated","significant","negative","FTH1"
"385",1660,"Clec4e",5.8499965805777e-09,0.976141485700246,0.264,0.2,8.85689482299464e-05,"NP+","significant","positive","CLEC4E"
"386",463,"Filip1l",1.6139865589031e-15,-0.976025233605441,0.2,0.385,2.4435756501793e-11,"Untreated","significant","negative","FILIP1L"
"387",423,"Zdhhc18",5.81205309848676e-17,0.974243621560449,0.293,0.144,8.79944839110896e-13,"Untreated","significant","positive","ZDHHC18"
"388",228,"Cnpy3",3.67764903044546e-27,0.972251187175755,0.633,0.43,5.56796063209443e-23,"Untreated","significant","positive","CNPY3"
"389",270,"Slc25a5",2.70334346790617e-24,-0.970718404793751,0.293,0.541,4.09286201040994e-20,"Untreated","significant","negative","SLC25A5"
"390",292,"Ssbp4",9.75906882665106e-23,0.969683428971941,0.565,0.374,1.47752302035497e-18,"Untreated","significant","positive","SSBP4"
"391",1414,"Adam15",1.88636033803538e-46,-0.969609621728419,0.411,0.574,2.85594955178557e-42,"NP+","significant","negative","ADAM15"
"392",621,"Man1c1",3.29348560527001e-11,0.969213155461319,0.316,0.196,4.9863372063788e-07,"Untreated","significant","positive","MAN1C1"
"393",1616,"Gbp9",1.30721531227792e-13,-0.968542774167946,0.264,0.34,1.97912398278877e-09,"NP+","significant","negative","GBP6"
"394",429,"Uqcrc2",7.56377936141297e-17,-0.967999612036719,0.227,0.422,1.14515619531792e-12,"Untreated","significant","negative","UQCRC2"
"395",1537,"Axl",2.03770472274695e-21,0.966803079029577,0.369,0.256,3.08508495023889e-17,"NP+","significant","positive","AXL"
"396",269,"Purb",2.00510295032742e-24,0.965988734105455,0.59,0.399,3.03572586679571e-20,"Untreated","significant","positive","PURB"
"397",70,"Il2rg",6.49567492148261e-51,-0.965793017143175,0.522,0.831,9.83445183112468e-47,"Untreated","significant","negative","IL2RG"
"398",324,"Mef2c",5.30878476272391e-21,0.965672797756071,0.442,0.248,8.037500130764e-17,"Untreated","significant","positive","MEF2C"
"399",114,"Tmem176a",6.1460248249361e-41,0.963163390379923,0.739,0.436,9.30508158495325e-37,"Untreated","significant","positive","TMEM176A"
"400",547,"Dennd4a",6.88127598665781e-13,0.962046614116118,0.304,0.173,1.04182518437999e-08,"Untreated","significant","positive","DENND4A"
"401",1373,"Ptafr",1.255022990435e-65,0.961567140367033,0.631,0.411,1.90010480751859e-61,"NP+","significant","positive","PTAFR"
"402",264,"Kdm3b",4.44744515215373e-25,0.959237861932537,0.607,0.421,6.73343196036075e-21,"Untreated","significant","positive","KDM3B"
"403",565,"Polr2g",2.16409140178284e-12,-0.959001667278335,0.153,0.31,3.27643438229922e-08,"Untreated","significant","negative","POLR2G"
"404",409,"Tlr13",1.38609975226999e-17,-0.958942746895206,0.225,0.431,2.09855502493677e-13,"Untreated","significant","negative",NA
"405",504,"Ric1",3.24076821292092e-14,-0.958814044005528,0.206,0.382,4.90652307436227e-10,"Untreated","significant","negative","RIC1"
"406",1453,"Aplp2",8.86085575263793e-35,-0.95843422714596,0.419,0.551,1.34153356094938e-30,"NP+","significant","negative","APLP2"
"407",1584,"Ninj1",6.79398982482184e-17,0.957668412462845,0.355,0.26,1.02861005947803e-12,"NP+","significant","positive","NINJ1"
"408",1503,"Vegfa",1.05665703027808e-25,-0.95705062673494,0.246,0.373,1.59977874384101e-21,"NP+","significant","negative","VEGFA"
"409",454,"Nbeal2",6.77592869281069e-16,0.956382406126822,0.323,0.172,1.02587560409154e-11,"Untreated","significant","positive","NBEAL2"
"410",43,"Txnip",3.19011775167433e-64,0.956185357212596,0.945,0.793,4.82983827603493e-60,"Untreated","significant","positive","TXNIP"
"411",1557,"Itpkb",4.5093830748045e-19,-0.955771074508368,0.195,0.294,6.82720597525401e-15,"NP+","significant","negative","ITPKB"
"412",1523,"Dhcr24",5.34882220114587e-23,-0.95354897928141,0.146,0.259,8.09811681253485e-19,"NP+","significant","negative","DHCR24"
"413",483,"Anp32b",6.41073730395509e-15,0.953306764551959,0.355,0.204,9.705856278188e-11,"Untreated","significant","positive","ANP32B"
"414",364,"Ppp3ca",6.96041067979265e-19,0.950366688048619,0.437,0.258,1.05380617692061e-14,"Untreated","significant","positive","PPP3CA"
"415",1456,"Slc12a2",2.98941546529396e-34,0.949916273971774,0.303,0.153,4.52597501445506e-30,"NP+","significant","positive","SLC12A2"
"416",1397,"Osgin2",6.28641694707653e-53,0.94971801702647,0.5,0.293,9.51763525787386e-49,"NP+","significant","positive","OSGIN2"
"417",650,"Pfkfb4",1.50652846938162e-10,0.946515140373754,0.257,0.147,2.28088410264377e-06,"Untreated","significant","positive","PFKFB4"
"418",449,"Cpne1",5.89085811734739e-16,0.944736273757605,0.374,0.216,8.91875918966394e-12,"Untreated","significant","positive","CPNE1"
"419",250,"Arhgap26",9.16133299338877e-26,0.943629002688918,0.609,0.39,1.38702581519906e-21,"Untreated","significant","positive","ARHGAP26"
"420",341,"Icam1",4.36306421969081e-20,-0.943406446302707,0.41,0.608,6.60567922861188e-16,"Untreated","significant","negative","ICAM1"
"421",476,"Wbp1l",4.75124411326328e-15,0.942720498407169,0.442,0.292,7.19338358748061e-11,"Untreated","significant","positive","WBP1L"
"422",300,"Cd48",1.29445254528171e-22,-0.940719799983857,0.382,0.593,1.95980115355651e-18,"Untreated","significant","negative","CD48"
"423",1595,"Oaz2",2.3395786159537e-15,-0.9403712121428,0.197,0.283,3.54212202455391e-11,"NP+","significant","negative","OAZ2"
"424",1366,"Rasgrp1",2.00269964356134e-70,0.939875664928506,0.578,0.327,3.03208726035188e-66,"NP+","significant","positive","RASGRP1"
"425",759,"Ccl4",7.30855146950567e-09,-0.939558065660922,0.312,0.438,0.000110651469248316,"Untreated","significant","negative","CCL4L2"
"426",598,"Klhl5",8.96367768648146e-12,-0.939339899714358,0.291,0.444,1.35710080173329e-07,"Untreated","significant","negative","KLHL5"
"427",420,"Zfp217",4.67504310865133e-17,0.938354410755534,0.524,0.359,7.07801526649812e-13,"Untreated","significant","positive","ZNF217"
"428",536,"Cebpd",2.95747061271355e-13,0.937161588532273,0.435,0.293,4.47761050764832e-09,"Untreated","significant","positive","CEBPD"
"429",494,"Arhgap4",1.08869878249962e-14,0.935500722560795,0.416,0.265,1.64828995670442e-10,"Untreated","significant","positive","ARHGAP4"
"430",202,"Tap2",2.06024440930682e-29,-0.933560474558445,0.58,0.78,3.11921003569052e-25,"Untreated","significant","negative","TAP2"
"431",389,"BC028528",2.7539021520701e-18,-0.933018413312088,0.361,0.557,4.16940785823413e-14,"Untreated","significant","negative","C1orf54"
"432",709,"Adora2a",1.60520774055346e-09,-0.932833801514799,0.14,0.27,2.43028451919794e-05,"Untreated","significant","negative","ADORA2A"
"433",604,"Psmc1",1.23659668028499e-11,-0.932621468739246,0.153,0.304,1.87220737395148e-07,"Untreated","significant","negative","PSMC1"
"434",441,"Pira2",3.23386511437629e-16,-0.932550131184363,0.234,0.426,4.8960717831657e-12,"Untreated","significant","negative","LILRB3"
"435",1360,"Calhm6",7.01777733698059e-74,0.931930080132801,0.639,0.389,1.06249148881886e-69,"NP+","significant","positive","CALHM6"
"436",555,"Fgd3",1.10772901703143e-12,0.9311451146278,0.34,0.205,1.67710173178558e-08,"Untreated","significant","positive","FGD3"
"437",538,"Borcs6",3.3187351830895e-13,0.930739783509215,0.361,0.223,5.0245650671975e-09,"Untreated","significant","positive","BORCS6"
"438",425,"Rnd3",5.87481951038086e-17,0.930421498835036,0.382,0.217,8.89447673871663e-13,"Untreated","significant","positive","RND3"
"439",589,"Sirpb1c",5.63481858858997e-12,0.930261676214035,0.352,0.223,8.53111534312522e-08,"Untreated","significant","positive","SIRPG"
"440",38,"Btg2",2.17645508743835e-69,0.927945838863611,0.977,0.88,3.29515300238167e-65,"Untreated","significant","positive","BTG2"
"441",497,"Cd80",1.60941538300176e-14,-0.926701055487676,0.251,0.428,2.43665488986467e-10,"Untreated","significant","negative","CD80"
"442",86,"Gsdmd",5.57327437370509e-47,-0.924823098178839,0.539,0.812,8.4379374017895e-43,"Untreated","significant","negative","GSDMD"
"443",1525,"Ski",1.14112022197383e-22,-0.922931908159005,0.325,0.432,1.72765601606838e-18,"NP+","significant","negative","SKI"
"444",1489,"Tmem184b",5.94591118887982e-28,-0.922495638090768,0.346,0.469,9.00210953996405e-24,"NP+","significant","negative","TMEM184B"
"445",290,"Psma5",8.80140374078748e-23,-0.922416870870092,0.323,0.554,1.33253252635522e-18,"Untreated","significant","negative","PSMA5"
"446",121,"S100a4",2.8152615224337e-39,0.92032130070317,0.86,0.675,4.26230594496463e-35,"Untreated","significant","positive","S100A4"
"447",484,"Ypel3",6.4595756328033e-15,0.918367997632781,0.427,0.271,9.7797975080642e-11,"Untreated","significant","positive","YPEL3"
"448",439,"Zcchc24",2.52584765110108e-16,0.915338914352938,0.452,0.289,3.82413334376704e-12,"Untreated","significant","positive","ZCCHC24"
"449",1344,"Txnip",1.47892586723999e-88,-0.914793069906893,0.743,0.875,2.23909376300135e-84,"NP+","significant","negative","TXNIP"
"450",554,"Fam53c",1.10314540584176e-12,0.914001924369427,0.344,0.209,1.67016214444442e-08,"Untreated","significant","positive","FAM53C"
"451",545,"Snx5",6.04341572000728e-13,-0.913738412389739,0.206,0.37,9.14973140009102e-09,"Untreated","significant","negative","SNX5"
"452",510,"Fgd2",5.07437180494761e-14,0.913579216588584,0.503,0.361,7.68259891269068e-10,"Untreated","significant","positive","FGD2"
"453",1461,"Mprip",1.471030845691e-33,-0.911105712991375,0.417,0.549,2.22714070037617e-29,"NP+","significant","negative","MPRIP"
"454",182,"Cdk9",1.54067855923304e-31,0.910726429611551,0.737,0.573,2.33258733867882e-27,"Untreated","significant","positive","CDK9"
"455",1450,"Apoc2",2.02094625428084e-35,0.910181497598566,0.388,0.227,3.0597126289812e-31,"NP+","significant","positive","APOC2"
"456",73,"Arpc2",7.05660549447226e-50,-0.910071364070906,0.522,0.824,1.0683700718631e-45,"Untreated","significant","negative","ARPC2"
"457",275,"Hpse",8.01977443691158e-24,-0.909535936746865,0.429,0.651,1.21419384974841e-19,"Untreated","significant","negative","HPSE"
"458",335,"Os9",1.55251166566046e-20,0.908368648710644,0.537,0.357,2.35050266180994e-16,"Untreated","significant","positive","OS9"
"459",636,"Pnkp",6.69431368332244e-11,0.907243059611305,0.272,0.156,1.01351909165502e-06,"Untreated","significant","positive","PNKP"
"460",660,"Zswim4",2.25593474568216e-10,0.906613529103917,0.274,0.161,3.41548520496279e-06,"Untreated","significant","positive","ZSWIM4"
"461",630,"Dennd1c",5.46395913768457e-11,0.904617271637369,0.261,0.146,8.27243413445443e-07,"Untreated","significant","positive","DENND1C"
"462",37,"Psme1",1.52147134618677e-70,-0.902442931066553,0.752,0.936,2.30350761812676e-66,"Untreated","significant","negative","PSME1"
"463",134,"P4hb",3.91384605047981e-37,0.901091630230012,0.781,0.63,5.92556292042643e-33,"Untreated","significant","positive","P4HB"
"464",10,"Zfp36",2.68409325058439e-114,0.900666567101218,0.998,0.965,4.06371718138477e-110,"Untreated","significant","positive","ZFP36"
"465",1457,"Lipa",3.06543115536137e-34,0.899301841199797,0.61,0.469,4.64106276921712e-30,"NP+","significant","positive","LIPA"
"466",1435,"Hk3",8.71795666566204e-40,0.899282378042403,0.439,0.259,1.31989863918123e-35,"NP+","significant","positive","HK3"
"467",305,"Kdm2a",2.89512794032507e-22,0.89901159245574,0.628,0.477,4.38322370165215e-18,"Untreated","significant","positive","KDM2A"
"468",261,"Cbfa2t3",4.02589549443891e-25,0.898561521313408,0.675,0.485,6.09520577858051e-21,"Untreated","significant","positive","CBFA2T3"
"469",78,"Rab5c",1.77996505621264e-49,-0.895292645683032,0.524,0.818,2.69486709510594e-45,"Untreated","significant","negative","RAB5C"
"470",676,"Ap5b1",4.34272041943543e-10,0.892711111519769,0.295,0.182,6.57487871502524e-06,"Untreated","significant","positive","AP5B1"
"471",442,"Atf4",3.35831072462686e-16,0.891833280984345,0.512,0.353,5.08448243708506e-12,"Untreated","significant","positive","ATF4"
"472",1348,"Smpdl3b",1.86480997406417e-84,0.891391148913003,0.694,0.42,2.82332230073316e-80,"NP+","significant","positive","SMPDL3B"
"473",185,"Man2a1",4.28542814096655e-31,-0.890855370318096,0.461,0.706,6.48813820542336e-27,"Untreated","significant","negative","MAN2A1"
"474",578,"Mical1",3.24935943009567e-12,0.889919857133034,0.329,0.197,4.91953017716485e-08,"Untreated","significant","positive","MICAL1"
"475",679,"Clasrp",4.72384192453235e-10,0.889359847772104,0.268,0.157,7.15189667374198e-06,"Untreated","significant","positive","CLASRP"
"476",1475,"Stap1",2.30565225182068e-30,0.889130048771934,0.336,0.192,3.49075750925652e-26,"NP+","significant","positive","STAP1"
"477",359,"Dram2",4.63612964127823e-19,-0.887936231681702,0.268,0.487,7.01910027689524e-15,"Untreated","significant","negative","DRAM2"
"478",253,"Fam129b",1.60251999754099e-25,0.886986920189806,0.561,0.325,2.42621527627706e-21,"Untreated","significant","positive",NA
"479",673,"Fam173a",4.09927102847471e-10,0.886275737923023,0.293,0.179,6.20629633711071e-06,"Untreated","significant","positive",NA
"480",753,"Nsmaf",6.38091503343076e-09,0.885878837031668,0.291,0.187,9.66070536061417e-05,"Untreated","significant","positive","NSMAF"
"481",283,"Arhgef37",3.33434741186225e-23,-0.885735081108411,0.465,0.657,5.04820198155945e-19,"Untreated","significant","negative","ARHGEF37"
"482",395,"Orai1",4.47620841357139e-18,0.885651694617456,0.499,0.325,6.77697953814708e-14,"Untreated","significant","positive","ORAI1"
"483",685,"Ppp1r35",5.87212323575175e-10,0.885372183807535,0.268,0.158,8.89039457892815e-06,"Untreated","significant","positive","PPP1R35"
"484",736,"Gnl1",4.55720580494932e-09,0.885206784547866,0.314,0.205,6.89960958869327e-05,"Untreated","significant","positive","GNL1"
"485",572,"Xpo6",2.70442516893978e-12,0.885019834302575,0.397,0.266,4.09449970577483e-08,"Untreated","significant","positive","XPO6"
"486",1532,"Maf",5.26855944899387e-22,0.884597203230044,0.37,0.252,7.97659900577672e-18,"NP+","significant","positive","MAF"
"487",1465,"Spata13",4.97858599886268e-33,0.88328224390401,0.389,0.236,7.5375792022781e-29,"NP+","significant","positive","SPATA13"
"488",321,"Igsf8",2.48518036358569e-21,0.882634200825936,0.565,0.369,3.76256307046873e-17,"Untreated","significant","positive","IGSF8"
"489",533,"Tbrg4",2.07340761006809e-13,0.881980317406507,0.374,0.23,3.13913912164308e-09,"Untreated","significant","positive","TBRG4"
"490",482,"Lemd2",5.81446213411805e-15,0.88180291584708,0.503,0.36,8.80309567105473e-11,"Untreated","significant","positive","LEMD2"
"491",619,"Anxa4",2.98328554898027e-11,-0.881654625344113,0.357,0.507,4.51669432115613e-07,"Untreated","significant","negative","ANXA4"
"492",701,"Bin1",1.18040259432667e-09,0.881024700334481,0.276,0.168,1.78712952781058e-05,"Untreated","significant","positive","BIN1"
"493",1432,"Cd82",2.71164203336414e-40,0.877620041465071,0.474,0.302,4.1054260385133e-36,"NP+","significant","positive","CD82"
"494",97,"Hnrnpa2b1",1.9008292095502e-43,-0.877297166707236,0.482,0.791,2.877855423259e-39,"Untreated","significant","negative","HNRNPA2B1"
"495",242,"Nlrc5",2.13164365785067e-26,-0.877236044793209,0.399,0.66,3.22730849798591e-22,"Untreated","significant","negative","NLRC5"
"496",1368,"Spn",2.20012514657084e-69,0.876723738402599,0.675,0.454,3.33098947190825e-65,"NP+","significant","positive","SPN"
"497",777,"Eipr1",1.17299457755825e-08,0.875247966533828,0.259,0.159,0.000177591379042318,"Untreated","significant","positive","EIPR1"
"498",1658,"Hmbox1",3.0509139036768e-09,-0.87519113341796,0.195,0.256,4.61908365016668e-05,"NP+","significant","negative","HMBOX1"
"499",646,"Spryd3",1.16723676763717e-10,0.874583772865779,0.314,0.195,1.76719646620267e-06,"Untreated","significant","positive","SPRYD3"
"500",326,"Rcsd1",6.44473242701627e-21,0.874322775593926,0.425,0.231,9.75732489450263e-17,"Untreated","significant","positive","RCSD1"
"501",127,"Ets2",3.49367733420584e-38,-0.873755617774631,0.533,0.795,5.28942748398764e-34,"Untreated","significant","negative","ETS2"
"502",585,"Fam102b",5.07110698591021e-12,0.873338459848543,0.318,0.188,7.67765597666806e-08,"Untreated","significant","positive",NA
"503",196,"Myof",3.32250115763553e-30,-0.872804672486968,0.594,0.761,5.0302667526602e-26,"Untreated","significant","negative","MYOF"
"504",731,"Pdcd4",3.5474735534095e-09,0.872548816932873,0.321,0.211,5.37087495986198e-05,"Untreated","significant","positive","PDCD4"
"505",480,"Plcb2",5.7199481935171e-15,0.871996756245642,0.467,0.316,8.66000156498489e-11,"Untreated","significant","positive","PLCB2"
"506",49,"Tgfb1",3.55019936917923e-60,0.87099262621831,0.951,0.869,5.37500184493735e-56,"Untreated","significant","positive","TGFB1"
"507",832,"Sun2",1.06440634126684e-07,0.86955820655662,0.333,0.237,0.00161151120067799,"Untreated","significant","positive","SUN2"
"508",825,"Dedd2",9.59753911357925e-08,0.868250994599186,0.255,0.162,0.0014530674217959,"Untreated","significant","positive","DEDD2"
"509",1415,"Ehd4",5.5123622615243e-46,-0.867450241734703,0.805,0.863,8.34571646394778e-42,"NP+","significant","negative","EHD4"
"510",1555,"Slc28a2",2.9468387449157e-19,0.867144389639305,0.261,0.158,4.46151385980237e-15,"NP+","significant","positive","SLC28A2"
"511",60,"H2-Aa",5.57140886633053e-55,-0.867000457756909,0.97,0.98,8.43511302362442e-51,"Untreated","significant","negative","HLA-DQA2"
"512",624,"Epb41",4.04924345561312e-11,-0.866937224646035,0.24,0.389,6.13055459179826e-07,"Untreated","significant","negative","EPB41"
"513",1249,"Foxp1",9.87322659382904e-12,-0.866738707604238,0.376,0.449,1.49480650630572e-07,"NP-","significant","negative","FOXP1"
"514",702,"Ppfia4",1.25110800034165e-09,0.865443529726436,0.268,0.16,1.89417751251726e-05,"Untreated","significant","positive","PPFIA4"
"515",1544,"Itpripl2",1.78699218705879e-20,-0.864495826511036,0.34,0.446,2.70550617120701e-16,"NP+","significant","negative","ITPRIPL2"
"516",613,"Orai2",1.94130026984621e-11,0.864199290717973,0.285,0.163,2.93912860854716e-07,"Untreated","significant","positive","ORAI2"
"517",675,"Kdm4c",4.2222297467136e-10,0.863612376003037,0.253,0.144,6.39245583652439e-06,"Untreated","significant","positive","KDM4C"
"518",1378,"Tmem176a",1.40154704153558e-62,-0.863562214055218,0.349,0.588,2.12194222088486e-58,"NP+","significant","negative","TMEM176A"
"519",1448,"Renbp",4.38537950623069e-37,0.863555594154641,0.442,0.276,6.63946457243326e-33,"NP+","significant","positive","RENBP"
"520",512,"Elovl5",5.33752344512265e-14,-0.863305974199167,0.285,0.458,8.08101049591569e-10,"Untreated","significant","negative","ELOVL5"
"521",96,"Psmb10",8.11396675625524e-44,-0.862448503955749,0.58,0.838,1.22845456689704e-39,"Untreated","significant","negative","PSMB10"
"522",503,"Dynlt1f",3.11307558210425e-14,-0.86188864102958,0.2,0.383,4.71319643130583e-10,"Untreated","significant","negative","DYNLT1"
"523",161,"Atp6v0c",1.06226197751376e-33,-0.861675873851983,0.616,0.817,1.60826463395583e-29,"Untreated","significant","negative","ATP6V0C"
"524",219,"Mrfap1",1.20659068330902e-27,0.860863578154717,0.696,0.526,1.82677829452985e-23,"Untreated","significant","positive","MRFAP1L1"
"525",415,"Sgpp1",3.15996383017012e-17,0.860086677353956,0.512,0.346,4.78418523887757e-13,"Untreated","significant","positive","SGPP1"
"526",345,"Coa5",7.74467762755824e-20,-0.85719395048264,0.331,0.547,1.17254419281232e-15,"Untreated","significant","negative","COA5"
"527",1186,"Osm",1.91020651926577e-26,0.855092181662272,0.487,0.348,2.89205267016837e-22,"NP-","significant","positive","OSM"
"528",868,"Naa20",2.64338503130254e-07,-0.854927402859964,0.149,0.254,0.00400208493739204,"Untreated","significant","negative","NAA20"
"529",416,"Csrnp1",3.18008392921964e-17,0.854431514469152,0.55,0.378,4.81464706883854e-13,"Untreated","significant","positive","CSRNP1"
"530",754,"Pdcd7",6.40612759891286e-09,0.854431514469152,0.255,0.154,9.69887718475408e-05,"Untreated","significant","positive","PDCD7"
"531",570,"Tgfbr1",2.40584354820389e-12,-0.85424070083056,0.287,0.441,3.6424471319807e-08,"Untreated","significant","negative","TGFBR1"
"532",1363,"Tnfaip2",1.92182400878596e-72,0.85359909534129,0.753,0.533,2.90964154930194e-68,"NP+","significant","positive","TNFAIP2"
"533",72,"Atf3",2.88717572602477e-50,0.851549190220621,0.943,0.864,4.3711840492015e-46,"Untreated","significant","positive","ATF3"
"534",667,"Dpm3",2.73286047228198e-10,0.851155142794033,0.338,0.219,4.13755075503491e-06,"Untreated","significant","positive","DPM3"
"535",820,"Cdc42ep3",5.75923970966702e-08,0.85110929127753,0.253,0.159,0.000871948892043587,"Untreated","significant","positive","CDC42EP3"
"536",713,"Arhgap25",1.84605999114675e-09,0.85023644275896,0.352,0.238,2.79493482659618e-05,"Untreated","significant","positive","ARHGAP25"
"537",210,"Rab32",3.35162151093579e-28,-0.848069755486716,0.467,0.7,5.07435496755679e-24,"Untreated","significant","negative","RAB32"
"538",610,"Sh3gl1",1.68422985710482e-11,0.846441549202555,0.365,0.234,2.5499240036567e-07,"Untreated","significant","positive","SH3GL1"
"539",729,"Ltv1",3.33850802917712e-09,0.846391560635447,0.251,0.148,5.05450115617416e-05,"Untreated","significant","positive","LTV1"
"540",1527,"Pdlim1",1.37192234728682e-22,-0.844879704228023,0.255,0.373,2.07709043379224e-18,"NP+","significant","negative","PDLIM1"
"541",1324,"Treml4",9.46831947112862e-111,0.844852466674287,0.825,0.521,1.43350356792887e-106,"NP+","significant","positive","TREML4"
"542",291,"Rnf213",8.89119725937914e-23,-0.843793296934399,0.469,0.679,1.34612726507e-18,"Untreated","significant","negative","RNF213"
"543",605,"Got2",1.24863976502836e-11,0.84318675730153,0.493,0.365,1.89044060425293e-07,"Untreated","significant","positive","GOT2"
"544",385,"Bri3bp",2.43299361770135e-18,0.842745375422653,0.556,0.374,3.68355233719984e-14,"Untreated","significant","positive","BRI3BP"
"545",91,"Clec4a3",1.06766219046218e-44,-0.842314217282913,0.72,0.861,1.61644055635975e-40,"Untreated","significant","negative","CLEC4A"
"546",57,"Calm1",1.36000129492039e-57,-0.841859228851132,0.883,0.941,2.05904196050947e-53,"Untreated","significant","negative","CALM1"
"547",697,"Ptcd2",9.04431420830771e-10,-0.841616026297572,0.159,0.294,1.36930917113779e-05,"Untreated","significant","negative","PTCD2"
"548",531,"Kri1",1.77132183279508e-13,0.841338332909161,0.391,0.242,2.68178125485176e-09,"Untreated","significant","positive","KRI1"
"549",268,"Midn",1.1323521581461e-24,0.841258859809785,0.769,0.638,1.7143811674332e-20,"Untreated","significant","positive","MIDN"
"550",455,"Preb",7.33794383649685e-16,0.841068771054698,0.561,0.418,1.11096469684562e-11,"Untreated","significant","positive","PREB"
"551",1333,"Id2",4.49699268403799e-96,0.840911350958893,0.846,0.616,6.80844692363352e-92,"NP+","significant","positive","ID2"
"552",371,"Srsf1",9.76058537822669e-19,0.839897798549946,0.571,0.395,1.47775262626352e-14,"Untreated","significant","positive","SRSF1"
"553",302,"Capns1",1.90699361955561e-22,-0.839638003419984,0.325,0.56,2.88718834000719e-18,"Untreated","significant","negative","CAPNS1"
"554",227,"Ap2a2",2.92020570684462e-27,0.838539360204589,0.73,0.569,4.42119144016276e-23,"Untreated","significant","positive","AP2A2"
"555",1141,"C3",2.57830655617885e-77,0.83675866020171,0.836,0.64,3.90355612605478e-73,"NP-","significant","positive","C3"
