"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","comp"
"1","B2m",3.1574147195511e-166,-1.6599525985998,0.747,0.99,4.78032588540037e-162,"Untreated_v_NP-"
"2","Stat1",3.66830310819925e-147,-2.43875420689517,0.544,0.926,5.55381090581367e-143,"Untreated_v_NP-"
"3","Samhd1",6.17272426113299e-128,-1.38950330316563,0.926,0.976,9.34550453135534e-124,"Untreated_v_NP-"
"4","Ly6e",1.88285351855201e-124,-1.4142246005234,0.803,0.951,2.85064022708775e-120,"Untreated_v_NP-"
"5","Psmb8",3.88732718554828e-113,-1.23907354756865,0.76,0.977,5.88541335892009e-109,"Untreated_v_NP-"
"6","Gbp2",6.71327727418164e-113,-3.79838610749907,0.13,0.733,1.0163901793111e-108,"Untreated_v_NP-"
"7","Gbp2b",6.499226736154e-111,-4.23316066073807,0.081,0.699,9.83982927853715e-107,"Untreated_v_NP-"
"8","Plac8",4.46908868329022e-110,-1.32355998786798,0.917,0.959,6.76620026650139e-106,"Untreated_v_NP-"
"9","Cfb",1.70465763236821e-107,-3.63781796583745,0.21,0.76,2.58085165540547e-103,"Untreated_v_NP-"
"10","Plaat3",1.20356147976441e-105,-2.97795819719352,0.174,0.744,1.82219208036332e-101,"Untreated_v_NP-"
"11","Cybb",9.34909361929666e-101,-1.10581202903504,0.849,0.972,1.41545277396151e-96,"Untreated_v_NP-"
"12","Gnai2",3.66303365831446e-100,1.05011223996954,0.979,0.965,5.54583295868809e-96,"Untreated_v_NP-"
"13","Gpr141",1.12103214290972e-95,-1.91160525104444,0.397,0.84,1.69724266436532e-91,"Untreated_v_NP-"
"14","Ms4a6d",5.45323749658318e-90,-1.4700165600792,0.732,0.93,8.25620156982693e-86,"Untreated_v_NP-"
"15","Ier5",2.66031807886191e-88,1.0838129670425,0.987,0.951,4.02772157139693e-84,"Untreated_v_NP-"
"16","Ifitm3",7.03272195768018e-88,-1.19810895757254,0.792,0.944,1.06475410439278e-83,"Untreated_v_NP-"
"17","Psmb9",7.87835723806065e-87,-1.25989024817246,0.635,0.941,1.19278328584238e-82,"Untreated_v_NP-"
"18","Gbp3",1.78256229964467e-86,-2.48072325827206,0.225,0.726,2.69879932166203e-82,"Untreated_v_NP-"
"19","Serpina3g",5.16578960912847e-86,-4.27707034575485,0.034,0.574,7.8210054682205e-82,"Untreated_v_NP-"
"20","Prdx5",1.75366306402538e-82,-1.40010329679228,0.805,0.937,2.65504587893443e-78,"Untreated_v_NP-"
"21","Arpc4",2.52301616247459e-81,-1.56230593229824,0.374,0.828,3.81984646998653e-77,"Untreated_v_NP-"
"22","H2-K1",9.15656544772378e-81,-0.889844399370693,0.858,0.988,1.38630400878538e-76,"Untreated_v_NP-"
"23","Cd68",4.05589916970327e-80,-1.12523275086866,0.711,0.956,6.14063134293075e-76,"Untreated_v_NP-"
"24","Psme1",1.5859898915463e-78,-1.00979811390141,0.752,0.963,2.40118869580109e-74,"Untreated_v_NP-"
"25","Gbp4",3.81572261792854e-77,-3.74539055454811,0.057,0.558,5.77700404354381e-73,"Untreated_v_NP-"
"26","Zbp1",9.38083140208777e-77,-1.57239356524657,0.433,0.834,1.42025787427609e-72,"Untreated_v_NP-"
"27","Zfp36",3.18917724744488e-76,0.715320948439309,0.998,0.997,4.82841435263154e-72,"Untreated_v_NP-"
"28","Gbp5",1.37357537284417e-74,-3.75174334450214,0.068,0.557,2.07959311448607e-70,"Untreated_v_NP-"
"29","Ms4a4c",4.50285693859971e-73,-1.84900618106887,0.376,0.775,6.81732540503996e-69,"Untreated_v_NP-"
"30","Pla2g7",4.6802739581046e-72,-1.1430371347159,0.76,0.928,7.08593477257037e-68,"Untreated_v_NP-"
"31","Arpc2",1.18278988316157e-69,-1.09242157159261,0.522,0.915,1.79074388310661e-65,"Untreated_v_NP-"
"32","Smpdl3b",5.89111833182482e-69,-2.80600294269699,0.161,0.616,8.91915315438278e-65,"Untreated_v_NP-"
"33","Yy1",7.60677300203505e-68,1.42745488319692,0.82,0.54,1.15166543250811e-63,"Untreated_v_NP-"
"34","Klra2",7.66831383204908e-67,-1.81023993558346,0.333,0.739,1.16098271417223e-62,"Untreated_v_NP-"
"35","Ifi204",2.84073503509251e-65,-1.6788847338671,0.397,0.785,4.30087284313005e-61,"Untreated_v_NP-"
"36","Ass1",5.04415932055193e-65,-2.17314203346621,0.193,0.645,7.63685721131562e-61,"Untreated_v_NP-"
"37","Calhm6",1.07967581335062e-64,-2.77417897797273,0.13,0.578,1.63462918141284e-60,"Untreated_v_NP-"
"38","Tgm2",1.92150884215615e-63,-1.55898879332717,0.442,0.795,2.90916438702441e-59,"Untreated_v_NP-"
"39","C3",1.68258999163431e-62,-1.43451280667076,0.51,0.836,2.54744124733435e-58,"Untreated_v_NP-"
"40","Csf1r",1.87173172501162e-62,-0.75268945573338,0.887,0.976,2.83380183166759e-58,"Untreated_v_NP-"
"41","Ms4a6b",3.78891816394824e-62,-1.31154124619666,0.514,0.848,5.73642210021764e-58,"Untreated_v_NP-"
"42","Marcks",5.30209000675417e-62,1.4405129420561,0.875,0.674,8.02736427022582e-58,"Untreated_v_NP-"
"43","Irf1",9.57623756441938e-62,-1.57917820913553,0.535,0.819,1.44984236725309e-57,"Untreated_v_NP-"
"44","Kdm6b",1.15495456061361e-61,0.995554372624779,0.943,0.871,1.74860120476901e-57,"Untreated_v_NP-"
"45","Zfp36l2",1.65736505747553e-61,0.897548046142172,0.992,0.978,2.50925069701795e-57,"Untreated_v_NP-"
"46","Wars",1.37121393794566e-58,-2.40543513096782,0.204,0.607,2.07601790204973e-54,"Untreated_v_NP-"
"47","Cfl1",5.92169123149917e-58,0.680728912599129,0.985,0.995,8.96544052448975e-54,"Untreated_v_NP-"
"48","Mpeg1",2.23817165948779e-56,-0.653908044306741,0.953,0.993,3.38859189246451e-52,"Untreated_v_NP-"
"49","Jund",4.19052589034849e-56,1.0076848708046,0.972,0.896,6.34445619798762e-52,"Untreated_v_NP-"
"50","Lyn",6.38039976400581e-56,-0.693355941481691,0.858,0.983,9.65992524270479e-52,"Untreated_v_NP-"
"51","Txnip",3.59061106024708e-55,1.00417871275525,0.945,0.823,5.43618514521408e-51,"Untreated_v_NP-"
"52","H2-Aa",8.38607839876416e-55,-0.880354367446319,0.97,0.971,1.26965226957289e-50,"Untreated_v_NP-"
"53","Myof",1.17684887782421e-54,-1.08834559301684,0.594,0.869,1.78174920102585e-50,"Untreated_v_NP-"
"54","Clec4a3",3.48991175231171e-54,-0.933121146055701,0.72,0.93,5.28372639299994e-50,"Untreated_v_NP-"
"55","Gsdmd",8.70505233734128e-53,-1.04189151249496,0.539,0.849,1.31794492387347e-48,"Untreated_v_NP-"
"56","Ifi47",2.20038732708256e-52,-2.01108758115063,0.2,0.595,3.331386413203e-48,"Untreated_v_NP-"
"57","Pde4b",4.22678079273801e-52,-1.04078401122255,0.628,0.89,6.39934612020535e-48,"Untreated_v_NP-"
"58","Rnf19b",6.55173348596272e-52,-1.34099269618116,0.456,0.786,9.91932449774756e-48,"Untreated_v_NP-"
"59","Smpdl3a",1.15324479807991e-51,-1.38577660519735,0.429,0.758,1.74601262429299e-47,"Untreated_v_NP-"
"60","Rab5c",3.49825321183524e-51,-0.956425702433201,0.524,0.854,5.29635536271855e-47,"Untreated_v_NP-"
"61","Tnfaip2",7.4295451561076e-51,-1.60774614860187,0.376,0.725,1.12483313663469e-46,"Untreated_v_NP-"
"62","Calm1",3.889085607893e-50,-0.789950927998281,0.883,0.981,5.88807561035001e-46,"Untreated_v_NP-"
"63","Igsf6",6.23344045192121e-50,-0.940948989178972,0.643,0.903,9.43742884420871e-46,"Untreated_v_NP-"
"64","Lamp1",2.42834716671182e-49,-0.834421196568316,0.662,0.919,3.6765176104017e-45,"Untreated_v_NP-"
"65","Iigp1",6.78237633598922e-49,-6.83127938520325,0.004,0.353,1.02685177726877e-44,"Untreated_v_NP-"
"66","Id2",8.93114160961611e-49,-1.44487849037523,0.463,0.773,1.35217483969588e-44,"Untreated_v_NP-"
"67","Itgal",4.46482325597516e-48,-0.857316501967135,0.881,0.943,6.75974240954639e-44,"Untreated_v_NP-"
"68","Ccrl2",1.01110696774305e-47,-1.5498001938815,0.41,0.733,1.53081594916297e-43,"Untreated_v_NP-"
"69","Spi1",2.59592611487178e-47,-0.692148533271126,0.854,0.987,3.93023213791587e-43,"Untreated_v_NP-"
"70","Clec4a1",3.04198105780644e-47,-0.887942835852461,0.696,0.9,4.60555932151896e-43,"Untreated_v_NP-"
"71","Ctsb",3.86442767584738e-47,-0.820370463399672,0.896,0.987,5.85074350123293e-43,"Untreated_v_NP-"
"72","Fth1",4.46898107764029e-47,-0.831945790515905,0.921,0.991,6.7660373515474e-43,"Untreated_v_NP-"
"73","Tapbpl",6.76462518465146e-47,-2.02455027976973,0.166,0.538,1.02416425295623e-42,"Untreated_v_NP-"
"74","Tpt1",3.55848422041383e-46,-0.529692076633959,0.951,0.994,5.38754510970653e-42,"Untreated_v_NP-"
"75","Fam49a",3.89173335546629e-46,-0.872038506577085,0.705,0.915,5.89208430017596e-42,"Untreated_v_NP-"
"76","Rab32",1.95255371180248e-44,-1.11170392791111,0.467,0.789,2.95616631966896e-40,"Untreated_v_NP-"
"77","Ier2",1.98844368778176e-44,0.859271242120401,0.936,0.88,3.01050374330159e-40,"Untreated_v_NP-"
"78","Ifi44",2.32106082561486e-44,-1.61799939178123,0.331,0.668,3.5140860899809e-40,"Untreated_v_NP-"
"79","Ctsz",4.31872748628653e-44,-0.624775075575638,0.934,0.993,6.5385534142378e-40,"Untreated_v_NP-"
"80","Mmp14",1.40312778425291e-43,-2.95949935481475,0.076,0.42,2.1243354653589e-39,"Untreated_v_NP-"
"81","Gbp8",3.05212227136943e-43,-2.99400888524136,0.049,0.39,4.62091311885332e-39,"Untreated_v_NP-"
"82","Nadk",1.69513016395463e-42,-0.789155604355378,0.743,0.93,2.56642706822731e-38,"Untreated_v_NP-"
"83","Ptms",2.48522316343822e-42,1.2114655944202,0.877,0.74,3.76262786944547e-38,"Untreated_v_NP-"
"84","Trafd1",2.83598748108337e-42,-0.750992791779058,0.728,0.915,4.29368504636023e-38,"Untreated_v_NP-"
"85","Tgfb1",3.34250450058532e-42,0.767279961363179,0.951,0.922,5.06055181388617e-38,"Untreated_v_NP-"
"86","Adgre4",3.82091091589829e-42,-1.2179182730867,0.624,0.819,5.78485912667001e-38,"Untreated_v_NP-"
"87","Kctd12",5.08473066451582e-42,0.84026771736125,0.941,0.864,7.69828222607695e-38,"Untreated_v_NP-"
"88","Psmb10",5.53114466076181e-42,-0.898252710188832,0.58,0.852,8.37415301639338e-38,"Untreated_v_NP-"
"89","Cd274",9.63899111432355e-42,-1.87019771950645,0.136,0.497,1.45934325470859e-37,"Untreated_v_NP-"
"90","Capza2",7.86257919683127e-41,-0.987994755790737,0.435,0.765,1.19039449040025e-36,"Untreated_v_NP-"
"91","Cap1",1.21361564629124e-40,-0.523848554574276,0.941,0.99,1.83741408848494e-36,"Untreated_v_NP-"
"92","Srsf5",1.71887844898099e-40,0.872367494106262,0.864,0.771,2.60238197175722e-36,"Untreated_v_NP-"
"93","Atp6v0c",2.07762786097083e-40,-0.882683757763917,0.616,0.881,3.14552858150983e-36,"Untreated_v_NP-"
"94","Gabarap",2.31677905098135e-40,-1.04756260141774,0.38,0.728,3.50760348318576e-36,"Untreated_v_NP-"
"95","Hnrnpa2b1",4.75289785792084e-40,-0.887020907986743,0.482,0.813,7.19588735689215e-36,"Untreated_v_NP-"
"96","Flna",6.44937073080406e-40,-0.62207338763297,0.921,0.986,9.76434728643735e-36,"Untreated_v_NP-"
"97","Ptafr",9.13981391514395e-40,-1.71090003924452,0.242,0.576,1.38376782675279e-35,"Untreated_v_NP-"
"98","Fpr2",1.82273084833582e-39,-3.40326403192619,0.062,0.378,2.75961450438044e-35,"Untreated_v_NP-"
"99","Ifi202b",4.11424438867069e-39,-1.73378439037917,0.206,0.545,6.22896600444742e-35,"Untreated_v_NP-"
"100","M6pr",4.19468922985999e-39,-0.856414954792014,0.548,0.846,6.35075949400802e-35,"Untreated_v_NP-"
"101","Actr2",4.30887392118182e-39,-0.790022047725412,0.573,0.857,6.52363511666927e-35,"Untreated_v_NP-"
"102","Lair1",2.25623553614735e-38,-1.40057060245286,0.352,0.664,3.41594060172708e-34,"Untreated_v_NP-"
"103","Il2rg",2.52393167392069e-38,-0.888225548645414,0.522,0.819,3.82123255431592e-34,"Untreated_v_NP-"
"104","Phf11b",2.7759968053281e-38,-1.87299348427999,0.163,0.497,4.20285916326674e-34,"Untreated_v_NP-"
"105","H2-Q7",3.79421474823609e-38,-2.25003139371978,0.108,0.432,5.74444112882944e-34,"Untreated_v_NP-"
"106","Hck",5.14787207886216e-38,-0.640642102129939,0.866,0.961,7.79387832739731e-34,"Untreated_v_NP-"
"107","App",5.91438597438438e-38,-0.597151304911828,0.815,0.976,8.95438036521794e-34,"Untreated_v_NP-"
"108","Rnase6",1.40350105610178e-37,-1.48813480440619,0.244,0.578,2.12490059893809e-33,"Untreated_v_NP-"
"109","Vamp8",1.9062102339249e-37,-0.773911465448158,0.641,0.904,2.88600229416229e-33,"Untreated_v_NP-"
"110","Clcn7",2.03796889575705e-37,-1.52807048766248,0.255,0.579,3.08548490817618e-33,"Untreated_v_NP-"
"111","Itgb7",2.26626683418764e-37,-0.896406421847421,0.522,0.804,3.43112798696009e-33,"Untreated_v_NP-"
"112","Dbnl",2.39506742390003e-37,-0.732468166909079,0.722,0.924,3.62613207978465e-33,"Untreated_v_NP-"
"113","Treml4",2.60462243637098e-37,-1.36499754978008,0.41,0.698,3.94339836866566e-33,"Untreated_v_NP-"
"114","Arhgef37",2.97893059595573e-37,-1.12539928526468,0.465,0.745,4.51010092227697e-33,"Untreated_v_NP-"
"115","Rin3",4.48214349626771e-37,1.130936283161,0.754,0.556,6.78596525334932e-33,"Untreated_v_NP-"
"116","Tmem176b",1.29829061918972e-36,0.868593792565007,0.849,0.575,1.96561199745323e-32,"Untreated_v_NP-"
"117","Mob1a",2.46901612134413e-36,-0.701264771045427,0.641,0.911,3.73809040771501e-32,"Untreated_v_NP-"
"118","Eif3f",6.96469778612601e-36,-0.865213182957632,0.499,0.791,1.05445524481948e-31,"Untreated_v_NP-"
"119","Cers6",9.89444887981065e-36,-0.959890190381477,0.607,0.816,1.49801956040333e-31,"Untreated_v_NP-"
"120","Myl6",1.03490071285252e-35,1.38681289869957,0.582,0.312,1.56683967925871e-31,"Untreated_v_NP-"
"121","H3f3b",1.57602547695188e-35,-0.750773421976602,0.707,0.92,2.38610257210514e-31,"Untreated_v_NP-"
"122","Laptm4a",2.33111218913271e-35,-1.21300273011594,0.282,0.612,3.52930385434692e-31,"Untreated_v_NP-"
"123","mt-Nd6",2.50143098706293e-35,2.14703384516608,0.346,0.108,3.78716651441327e-31,"Untreated_v_NP-"
"124","Btg2",7.24859920044161e-35,0.651271485340918,0.977,0.964,1.09743791894686e-30,"Untreated_v_NP-"
"125","Cst3",1.39249694103952e-34,0.755372916754632,1,1,2.10824036873383e-30,"Untreated_v_NP-"
"126","Plbd1",1.5345474206584e-34,0.819490557114148,0.894,0.721,2.32330479487682e-30,"Untreated_v_NP-"
"127","Aif1",3.04256003771344e-34,-0.781958408126368,0.813,0.933,4.60643589709815e-30,"Untreated_v_NP-"
"128","Slamf8",3.26435156317652e-34,-1.42888513161244,0.272,0.583,4.94222826664926e-30,"Untreated_v_NP-"
"129","Tnfrsf1b",3.51059778084345e-34,-0.666016307449408,0.828,0.947,5.31504504019699e-30,"Untreated_v_NP-"
"130","Ctsc",5.61533927546895e-34,-0.681765054160468,0.911,0.98,8.50162366306e-30,"Untreated_v_NP-"
"131","Rgl2",1.234743427033e-33,1.28769691825442,0.575,0.298,1.86940154852796e-29,"Untreated_v_NP-"
"132","Psma7",1.35147261765381e-33,-1.47254932682636,0.191,0.507,2.04612954312787e-29,"Untreated_v_NP-"
"133","Ap1s2",1.93756459451469e-33,-1.17223490327079,0.314,0.63,2.93347279609524e-29,"Untreated_v_NP-"
"134","Eif3b",2.51380680080286e-33,1.47018786818545,0.476,0.209,3.80590349641553e-29,"Untreated_v_NP-"
"135","Gngt2",3.51913010942951e-33,-0.890051353780918,0.684,0.87,5.32796298567628e-29,"Untreated_v_NP-"
"136","Zdhhc18",7.81874432288782e-33,2.11129526876917,0.293,0.083,1.18375789048522e-28,"Untreated_v_NP-"
"137","Lgals3",8.4638245379612e-33,-0.662507463647193,0.856,0.945,1.28142303504733e-28,"Untreated_v_NP-"
"138","Nampt",8.60797717637399e-33,-1.42660475590451,0.261,0.564,1.30324774450302e-28,"Untreated_v_NP-"
"139","Ifi30",9.40767625497469e-33,-0.669301648125158,0.864,0.957,1.42432218500317e-28,"Untreated_v_NP-"
"140","Tcirg1",1.84660495697739e-32,-0.648574037469365,0.732,0.934,2.79575990486377e-28,"Untreated_v_NP-"
"141","Lyz2",2.14373013121289e-32,-0.679292132120874,0.93,0.965,3.24560741865631e-28,"Untreated_v_NP-"
"142","Amz1",3.23828613724179e-32,1.0102898285393,0.737,0.502,4.90276521178407e-28,"Untreated_v_NP-"
"143","Ikbke",3.32077225371304e-32,-1.71234466056772,0.168,0.468,5.02764919212154e-28,"Untreated_v_NP-"
"144","Tns3",5.46955464520127e-32,-0.904435578098362,0.478,0.759,8.28090573283472e-28,"Untreated_v_NP-"
"145","Ms4a6c",8.62055165040249e-32,-0.640430601127402,0.76,0.915,1.30515151987094e-27,"Untreated_v_NP-"
"146","Unc93b1",1.04693153514026e-31,-0.525832371634752,0.879,0.975,1.58505434420235e-27,"Untreated_v_NP-"
"147","Arhgap45",1.18298256140781e-31,0.919216276157277,0.807,0.687,1.79103559797143e-27,"Untreated_v_NP-"
"148","Ifi211",2.55200390512672e-31,-1.25108173283643,0.318,0.612,3.86373391236186e-27,"Untreated_v_NP-"
"149","Scand1",2.70588766661467e-31,1.00117631586129,0.737,0.6,4.09671392725461e-27,"Untreated_v_NP-"
"150","Nr4a1",3.0596037722191e-31,0.617618971635561,0.985,0.972,4.63224011113972e-27,"Untreated_v_NP-"
"151","Cept1",3.63184688228566e-31,-1.10413426664844,0.314,0.622,5.4986161797805e-27,"Untreated_v_NP-"
"152","Gpr132",4.07340867093369e-31,-0.769268709048486,0.694,0.861,6.16714072779361e-27,"Untreated_v_NP-"
"153","Irf2bpl",7.54179985929267e-31,1.88779072940433,0.308,0.095,1.14182849869691e-26,"Untreated_v_NP-"
"154","Tap1",1.02488621696496e-30,-0.620466682746455,0.686,0.894,1.55167773248496e-26,"Untreated_v_NP-"
"155","Btg1",1.05024191238353e-30,-0.575514644522275,0.896,0.968,1.59006625534866e-26,"Untreated_v_NP-"
"156","Slc25a5",1.47598332525757e-30,-1.11111471203979,0.293,0.601,2.23463875443995e-26,"Untreated_v_NP-"
"157","Txn1",1.67271082276059e-30,-1.13734632295938,0.287,0.595,2.53248418565953e-26,"Untreated_v_NP-"
"158","Clec12a",1.82292724186347e-30,-0.988026727226231,0.446,0.708,2.75991184418129e-26,"Untreated_v_NP-"
"159","Nod1",2.54391087285749e-30,-1.14611786067544,0.346,0.631,3.85148106150623e-26,"Untreated_v_NP-"
"160","Dusp1",4.108424599546e-30,-0.530321882843949,0.97,0.986,6.22015484371265e-26,"Untreated_v_NP-"
"161","Tnfaip3",5.00372159664298e-30,-1.4346083547196,0.306,0.589,7.57563449731748e-26,"Untreated_v_NP-"
"162","Igtp",7.07396860367252e-30,-2.22028474106503,0.104,0.378,1.07099884659602e-25,"Untreated_v_NP-"
"163","Plec",8.30595107705443e-30,1.46217816103422,0.588,0.37,1.25752099306604e-25,"Untreated_v_NP-"
"164","Arl5c",1.00165054297134e-29,-1.21608007711697,0.359,0.638,1.51649892205861e-25,"Untreated_v_NP-"
"165","Gpr35",1.17496688380959e-29,-0.733142316090273,0.609,0.853,1.77889986208771e-25,"Untreated_v_NP-"
"166","Uqcrfs1",1.30414682669814e-29,-0.799914458307274,0.459,0.752,1.97447829562098e-25,"Untreated_v_NP-"
"167","Arsb",1.62016776191989e-29,1.30681357663435,0.454,0.197,2.45293399154672e-25,"Untreated_v_NP-"
"168","Atf3",1.78788545300212e-29,0.658877346788221,0.943,0.943,2.70685857584521e-25,"Untreated_v_NP-"
"169","Plp2",2.30179168777561e-29,2.00523531536605,0.291,0.089,3.48491261529227e-25,"Untreated_v_NP-"
"170","Ywhag",3.77839661140443e-29,0.791383398927349,0.883,0.831,5.72049246966631e-25,"Untreated_v_NP-"
"171","Hpse",3.86022340287012e-29,-0.930408193510261,0.429,0.715,5.84437823194536e-25,"Untreated_v_NP-"
"172","Psma5",4.2249379738834e-29,-1.05813922266107,0.323,0.614,6.39655609245946e-25,"Untreated_v_NP-"
"173","Ifngr1",7.66199032564645e-29,0.652703813082455,0.943,0.938,1.16002533530287e-24,"Untreated_v_NP-"
"174","Nrp1",1.05888792849232e-28,-1.68211115549126,0.161,0.44,1.60315632373738e-24,"Untreated_v_NP-"
"175","Abr",1.95688390838813e-28,-0.712980744461485,0.582,0.844,2.96272223729963e-24,"Untreated_v_NP-"
"176","Cd300c2",2.28460959462291e-28,-0.719487452901408,0.588,0.824,3.45889892625909e-24,"Untreated_v_NP-"
"177","Tsc22d4",2.30736593602032e-28,1.26989514692042,0.554,0.306,3.49335202713477e-24,"Untreated_v_NP-"
"178","Gatm",2.42737069381031e-28,-1.15179113638128,0.442,0.668,3.67503923042881e-24,"Untreated_v_NP-"
"179","Vdac2",3.003850740062e-28,-1.21613534749494,0.238,0.529,4.54783002045387e-24,"Untreated_v_NP-"
"180","Znrf2",3.10325686795734e-28,1.13034558055701,0.652,0.432,4.69833089808742e-24,"Untreated_v_NP-"
"181","Eif4a1",3.90857828796282e-28,-0.728838252657626,0.529,0.793,5.9175875279757e-24,"Untreated_v_NP-"
"182","Anp32e",4.18346756435384e-28,1.16293494947396,0.567,0.316,6.33376989243172e-24,"Untreated_v_NP-"
"183","Sod2",6.69064299490455e-28,-1.34285610482573,0.34,0.603,1.01296334942855e-23,"Untreated_v_NP-"
"184","Coa5",8.29086341882231e-28,-1.03981257485448,0.331,0.616,1.2552367216097e-23,"Untreated_v_NP-"
"185","Irgm1",1.32027288707723e-27,-1.38174954036097,0.259,0.532,1.99889315103492e-23,"Untreated_v_NP-"
"186","Plaur",2.35529717631905e-27,-0.649064137629023,0.766,0.913,3.56591992494704e-23,"Untreated_v_NP-"
"187","Tmbim6",2.45374819753989e-27,-0.648841240683442,0.55,0.842,3.71497477107539e-23,"Untreated_v_NP-"
"188","Ppt1",2.5964998638438e-27,-0.549990253940007,0.563,0.817,3.93110079385951e-23,"Untreated_v_NP-"
"189","Apoe",3.12212072733524e-27,1.00707740814809,0.817,0.668,4.72689078118555e-23,"Untreated_v_NP-"
"190","Med13l",3.21895949196681e-27,1.31660389641817,0.527,0.298,4.87350467083776e-23,"Untreated_v_NP-"
"191","Cited2",4.67528657077221e-27,-1.10115961197953,0.527,0.74,7.07838386814913e-23,"Untreated_v_NP-"
"192","Ube2d3",6.457768136169e-27,-1.25619189238364,0.227,0.504,9.77706095815987e-23,"Untreated_v_NP-"
"193","Prdm1",7.46619273364008e-27,-1.50990806463587,0.268,0.524,1.13038157987311e-22,"Untreated_v_NP-"
"194","Hectd1",7.61858241726767e-27,1.37888598292794,0.425,0.193,1.15345337797433e-22,"Untreated_v_NP-"
"195","Nfe2l2",9.38273420487255e-27,-1.00960215350181,0.461,0.688,1.4205459586177e-22,"Untreated_v_NP-"
"196","Nfil3",1.3757635434491e-26,-0.569830732106044,0.775,0.92,2.08290600478193e-22,"Untreated_v_NP-"
"197","H2afj",1.44604178936887e-26,1.60720296712487,0.348,0.135,2.18930726910448e-22,"Untreated_v_NP-"
"198","Sp140",2.00495145316252e-26,-1.5180973327807,0.159,0.428,3.03549650008805e-22,"Untreated_v_NP-"
"199","Limd2",3.73949589656048e-26,-0.971094493293355,0.478,0.704,5.66159678739257e-22,"Untreated_v_NP-"
"200","Adgre1",3.93499293639387e-26,-1.51886279575009,0.227,0.493,5.95757930570031e-22,"Untreated_v_NP-"
"201","Tmem176a",6.37406477783222e-26,0.822584827105649,0.739,0.482,9.65033407363798e-22,"Untreated_v_NP-"
"202","Lamp2",7.30354751313998e-26,-0.644699929362147,0.631,0.85,1.10575709348939e-21,"Untreated_v_NP-"
"203","Anp32a",7.66070618408723e-26,0.742277496800374,0.847,0.784,1.15983091627081e-21,"Untreated_v_NP-"
"204","Pilra",1.66518165214877e-25,-1.16582288573624,0.255,0.528,2.52108502135323e-21,"Untreated_v_NP-"
"205","Cxcl2",1.66938402182716e-25,-2.04950399783306,0.24,0.474,2.52744740904633e-21,"Untreated_v_NP-"
"206","Ddhd1",1.68757561315333e-25,-0.792310724252607,0.49,0.74,2.55498947831414e-21,"Untreated_v_NP-"
"207","Taldo1",1.73984237916558e-25,-0.545307245325264,0.735,0.926,2.63412136205669e-21,"Untreated_v_NP-"
"208","Gpsm3",2.53172435869942e-25,0.731763063242482,0.841,0.809,3.83303067907093e-21,"Untreated_v_NP-"
"209","Arhgdib",3.23492809005936e-25,-0.510652134327934,0.86,0.963,4.89768112834988e-21,"Untreated_v_NP-"
"210","Asah1",4.43698700611515e-25,-0.818656219600406,0.408,0.677,6.71759832725834e-21,"Untreated_v_NP-"
"211","Lcp2",4.90442716172684e-25,-0.735889420772513,0.607,0.791,7.42530272285444e-21,"Untreated_v_NP-"
"212","Zbtb7b",4.96976472261703e-25,1.03474193058953,0.645,0.441,7.52422379004218e-21,"Untreated_v_NP-"
"213","Tpcn1",6.21057758504856e-25,1.58047360149271,0.327,0.124,9.40281446376352e-21,"Untreated_v_NP-"
"214","Acp2",7.19420193071141e-25,-1.55612735736912,0.189,0.445,1.08920217230971e-20,"Untreated_v_NP-"
"215","Acsl5",7.94072421846909e-25,-0.872227490232398,0.372,0.643,1.20222564667622e-20,"Untreated_v_NP-"
"216","Rnf213",1.25635030151772e-24,-0.937900322614327,0.469,0.71,1.90211435649783e-20,"Untreated_v_NP-"
"217","Sppl2a",1.68042523518453e-24,-0.816319148132657,0.448,0.699,2.54416380606937e-20,"Untreated_v_NP-"
"218","Actr3",1.93100515051602e-24,-0.606918160624484,0.58,0.834,2.92354179788125e-20,"Untreated_v_NP-"
"219","Tcf7l2",1.97458370897175e-24,-1.70064994255077,0.13,0.38,2.98951973538323e-20,"Untreated_v_NP-"
"220","Il21r",2.201931542187e-24,-1.88905717514326,0.083,0.323,3.33372435487111e-20,"Untreated_v_NP-"
"221","Purb",2.33000817740562e-24,1.09476908375811,0.59,0.38,3.52763238059211e-20,"Untreated_v_NP-"
"222","Tifa",2.54709037971659e-24,-0.984928162635946,0.346,0.607,3.85629483489092e-20,"Untreated_v_NP-"
"223","Ets2",2.72353978069744e-24,-0.731614113663613,0.533,0.766,4.12343922797592e-20,"Untreated_v_NP-"
"224","Fcgr4",3.0166396278915e-24,-1.32919307683099,0.397,0.614,4.56719239662773e-20,"Untreated_v_NP-"
"225","P4hb",3.30744467244713e-24,0.769290856738312,0.781,0.683,5.00747123408495e-20,"Untreated_v_NP-"
"226","Rap1a",3.60964223956768e-24,-0.532423573333501,0.764,0.93,5.46499835070547e-20,"Untreated_v_NP-"
"227","Arhgef18",4.29193075668046e-24,1.72150828966081,0.304,0.113,6.49798316561422e-20,"Untreated_v_NP-"
"228","Psma4",4.31287238897965e-24,-0.768264338335425,0.505,0.736,6.52968879691519e-20,"Untreated_v_NP-"
"229","Msl1",4.53428561076264e-24,1.24039083751782,0.442,0.216,6.86490841469463e-20,"Untreated_v_NP-"
"230","Arf4",4.70937475972146e-24,-0.822323425934607,0.391,0.658,7.12999338621829e-20,"Untreated_v_NP-"
