"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","comp","significant","expression","human_gene"
"681","Cbx3",2.55579899925069e-13,-0.81820509596118,0.123,0.393,4.09643463599901e-09,"Untreated","significant","negative","CBX3"
"682","Polr2j",1.17334141196245e-09,-0.817741532870002,0.08,0.26,1.88063161509341e-05,"Untreated","significant","negative","POLR2J3"
"683","Irf2bp2",1.24175196440063e-08,-0.814291098783063,0.572,0.814,0.000199028004854132,"NP+","significant","negative","IRF2BP2"
"684","Dcaf1",2.2594937636036e-11,-0.814275185137783,0.08,0.293,3.62151660430385e-07,"Untreated","significant","negative","DCAF1"
"685","Emsy",5.40240553903094e-23,0.813507141361919,0.437,0.115,8.65897559795879e-19,"NP-","significant","positive","EMSY"
"686","Itpkb",2.54329691057808e-14,-0.813075498127408,0.482,0.805,4.07639628827454e-10,"NP+","significant","negative","ITPKB"
"687","Zfp740",1.22971854285098e-23,0.812932693879469,0.46,0.145,1.97099288048155e-19,"NP-","significant","positive","ZNF740"
"688","Ccny",6.29598079067019e-27,0.812833091565804,0.604,0.213,1.00911980112862e-22,"NP-","significant","positive","CCNY"
"689","Tsc22d3",2.40203217314532e-10,-0.811870817362813,0.458,0.767,3.84997716711732e-06,"NP+","significant","negative","TSC22D3"
"690","Ssr1",5.99951842681113e-15,-0.811061615429474,0.192,0.519,9.61602813449287e-11,"Untreated","significant","negative","SSR1"
"691","Dok2",3.24144393112232e-11,-0.809333905422298,0.44,0.751,5.19538633280286e-07,"NP+","significant","negative","DOK2"
"692","Stim1",2.8930964753855e-11,-0.809289248067377,0.283,0.599,4.63705503074788e-07,"NP+","significant","negative","STIM1"
"693","Tnfaip3",2.46527285105617e-28,0.808951055368326,0.984,0.79,3.95133932567284e-24,"NP-","significant","positive","TNFAIP3"
"694","Acp1",3.46276290933151e-14,0.806742353202852,0.282,0.088,5.55011639107655e-10,"NP-","significant","positive","ACP1"
"695","Kxd1",1.46796743255604e-12,0.80528208110655,0.265,0.081,2.35285820090082e-08,"NP-","significant","positive","KXD1"
"696","Mpc1",9.80044821171459e-18,0.804934147592678,0.346,0.104,1.57081583937361e-13,"NP-","significant","positive","MPC1"
"697","Chsy1",5.3906168849932e-11,-0.80420814714945,0.207,0.442,8.6400807432671e-07,"Untreated","significant","negative","CHSY1"
"698","Lrrc8c",7.8839561114816e-23,0.804118057330403,0.618,0.247,1.26364048554827e-18,"NP-","significant","positive","LRRC8C"
"699","Cdc40",3.15359509737997e-09,-0.804007773786181,0.098,0.288,5.05458222208062e-05,"Untreated","significant","negative","CDC40"
"700","Sp110",1.12935676904516e-10,-0.803124159909775,0.105,0.311,1.81013302942558e-06,"Untreated","significant","negative","SP110"
"701","Camk1d",5.108690162368e-15,-0.80311172685247,0.141,0.436,8.18820859224343e-11,"Untreated","significant","negative","CAMK1D"
"702","Nt5c3",9.7214495963567e-12,-0.802705279826465,0.094,0.296,1.55815394130405e-07,"Untreated","significant","negative","NT5C3A"
"703","Fam53b",1.25656270375114e-10,-0.802441906504503,0.41,0.721,2.01401870157233e-06,"NP+","significant","negative","FAM53B"
"704","Phf1",5.67818405857996e-08,-0.801734434317865,0.289,0.517,0.000910099340909197,"NP+","significant","negative","PHF1"
"705","Epc2",3.86590603959094e-14,-0.80088124259166,0.076,0.326,6.19627420025636e-10,"Untreated","significant","negative","EPC2"
"706","Ipo9",1.13912749016317e-19,0.80057248016902,0.409,0.127,1.82579354123353e-15,"NP-","significant","positive","IPO9"
"707","Lgals1",9.15340448076288e-18,0.799961017229674,0.46,0.17,1.46710767017667e-13,"NP-","significant","positive","LGALS1"
"708","Rrn3",1.04968211168212e-14,0.799494495760104,0.33,0.109,1.6824304886041e-10,"NP-","significant","positive","RRN3P2"
"709","Ankhd1",4.67254328845344e-16,-0.799384638811502,0.101,0.397,7.48915238273318e-12,"Untreated","significant","negative","ANKHD1-EIF4EBP3"
"710","Get4",7.53256413739942e-15,0.798648734494862,0.361,0.124,1.20731937994238e-10,"NP-","significant","positive","GET4"
"711","Gdi2",4.71449290170957e-17,-0.797859975762095,0.178,0.526,7.5563892228601e-13,"Untreated","significant","negative","GDI2"
"712","Txnip",2.77952864138848e-14,-0.797338585729742,0.765,0.952,4.45502850641746e-10,"NP+","significant","negative","TXNIP"
"713","Mlec",7.78621924502099e-12,-0.796415195723091,0.361,0.683,1.24797522059196e-07,"NP+","significant","negative","MLEC"
"714","Zfp740",4.75588729133842e-07,-0.795814012520779,0.169,0.352,0.00762273615055722,"NP+","significant","negative","ZNF740"
"715","Dnaja4",5.10350978915685e-11,-0.795771186680427,0.065,0.269,8.1799054900606e-07,"Untreated","significant","negative","DNAJA4"
"716","Dctn1",4.27298850830196e-08,-0.795399772128853,0.265,0.48,0.000684874598110638,"NP+","significant","negative","DCTN1"
"717","Tle5",1.08050920912296e-12,-0.795163755534299,0.452,0.766,1.73184016038228e-08,"NP+","significant","negative","TLE5"
"718","Slc25a20",9.62414521420198e-15,0.794850597864724,0.304,0.093,1.54255799493229e-10,"NP-","significant","positive","SLC25A20"
"719","Zfand6",9.85196257709042e-09,-0.794183402815334,0.223,0.452,0.000157907256185605,"NP+","significant","negative","ZFAND6"
"720","Selenot",1.27711347712157e-19,-0.794058902166196,0.185,0.564,2.04695748113045e-15,"Untreated","significant","negative","SELENOT"
"721","Smarca4",6.92111141669722e-30,0.790998069713268,0.781,0.314,1.10931573786823e-25,"NP-","significant","positive","SMARCA4"
"722","Gnb2",2.10634701590276e-16,-0.79048208249962,0.225,0.583,3.37605299708895e-12,"Untreated","significant","negative","GNB2"
"723","Tbc1d22b",6.20900601245345e-09,-0.790413187438853,0.235,0.493,9.95179483676039e-05,"NP+","significant","negative","TBC1D22B"
"724","Hipk2",1.76478891638079e-15,0.790302221595955,0.368,0.14,2.82860367517513e-11,"NP-","significant","positive","HIPK2"
"725","Vcpkmt",6.47257524490875e-13,0.789315656337397,0.298,0.104,1.03742436025397e-08,"NP-","significant","positive","VCPKMT"
"726","Vps13c",4.52078890131319e-15,-0.789039022858727,0.094,0.374,7.24592045102478e-11,"Untreated","significant","negative","VPS13C"
"727","Pianp",1.15559660598855e-15,0.787950292591179,0.321,0.097,1.85219024007844e-11,"NP-","significant","positive","PIANP"
"728","S100a10",1.11294953726364e-08,-0.787545710308184,0.729,0.891,0.000178383551832617,"NP+","significant","negative","S100A10"
"729","Vps54",1.59285523388055e-15,-0.787173449309584,0.261,0.628,2.55302836886375e-11,"Untreated","significant","negative","VPS54"
"730","Rab3gap1",1.1698038473375e-08,-0.786986119471823,0.217,0.459,0.000187496160651254,"NP+","significant","negative","RAB3GAP1"
"731","Csnk2a2",2.72127458740291e-12,-0.786985657861838,0.112,0.357,4.36165890868938e-08,"Untreated","significant","negative","CSNK2A2"
"732","Srsf3",1.37071851123609e-28,0.786724417069973,0.591,0.19,2.1969876298092e-24,"NP-","significant","positive","SRSF3"
"733","Canx",1.91613214733763e-25,0.786303359397602,0.57,0.206,3.07117660575276e-21,"NP-","significant","positive","CANX"
"734","Trim59",2.18408398600048e-17,0.786105412880726,0.411,0.145,3.50064981276156e-13,"NP-","significant","positive","TRIM59"
"735","Mcm4",1.37302823821049e-16,0.785956611276189,0.439,0.167,2.20068966020377e-12,"NP-","significant","positive","MCM4"
"736","Emc10",7.36653725164565e-09,-0.785043022544272,0.307,0.567,0.000118070859069377,"NP+","significant","negative","EMC10"
"737","Shoc2",2.07852814536752e-14,-0.784936771388096,0.091,0.348,3.33146491139505e-10,"Untreated","significant","negative","SHOC2"
"738","Smpdl3a",2.24398486212038e-15,-0.784706686593196,0.188,0.493,3.59665893700655e-11,"Untreated","significant","negative","SMPDL3A"
"739","Xrn2",2.11175193789771e-10,-0.784676035373487,0.367,0.678,3.38471600606245e-06,"NP+","significant","negative","XRN2"
"740","Gps2",1.83302003132249e-07,-0.784339576188616,0.223,0.433,0.00293796450620368,"NP+","significant","negative","GPS2"
"741","Dkc1",6.68319439041076e-14,0.784087100818781,0.26,0.075,1.07118239689504e-09,"NP-","significant","positive","DKC1"
"742","Ep400",1.0409526517342e-16,-0.783704230058516,0.207,0.564,1.66843891019957e-12,"Untreated","significant","negative","EP400"
"743","Fgl2",9.15032825553965e-08,0.783348001430646,0.645,0.436,0.0014666146127979,"NP+","significant","positive","FGL2"
"744","Psmc1",1.73658708607649e-19,0.782760253251483,0.416,0.131,2.7834017815634e-15,"NP-","significant","positive","PSMC1"
"745","Rnf139",9.28174865458473e-14,-0.782537840903021,0.091,0.349,1.48767867435684e-09,"Untreated","significant","negative","RNF139"
"746","Nol11",3.99870908165115e-14,0.78233084829406,0.26,0.07,6.40913091607046e-10,"NP-","significant","positive","NOL11"
"747","Epb41",4.54038405450771e-15,-0.782058265232501,0.214,0.564,7.27732756256496e-11,"Untreated","significant","negative","EPB41"
"748","Tomm22",1.05739803092553e-16,-0.781287233058465,0.105,0.41,1.69479756396745e-12,"Untreated","significant","negative","TOMM22"
"749","Rassf2",1.23953447163295e-07,-0.781218473956528,0.283,0.504,0.00198672585113328,"NP+","significant","negative","RASSF2"
"750","Rexo2",1.34407845289733e-07,-0.780752838611422,0.337,0.572,0.00215428894430384,"NP+","significant","negative","REXO2"
"751","Hsd11b1",1.16065679101701e-09,-0.780501673985437,0.083,0.266,1.86030070464206e-05,"Untreated","significant","negative","HSD11B1"
"752","Rgs1",2.98193086053657e-13,-0.780456520097115,0.478,0.773,4.77943878326802e-09,"Untreated","significant","negative","RGS1"
"753","Ncoa3",1.68640734340523e-10,-0.779953561162115,0.349,0.671,2.7029736900099e-06,"NP+","significant","negative","NCOA3"
"754","Mvb12b",2.30640405007627e-15,0.778723498047514,0.281,0.084,3.69670441146225e-11,"NP-","significant","positive","MVB12B"
"755","Fth1",7.31919284466491e-11,0.778340051571048,0.88,0.879,1.17312022914289e-06,"NP+","significant","positive","FTH1"
"756","Ddx39b",1.93051638496357e-09,-0.778013170209436,0.295,0.576,3.09423166181961e-05,"NP+","significant","negative","DDX39B"
"757","Rfxap",8.19728017174516e-10,-0.777965970314956,0.083,0.27,1.31386006592731e-05,"Untreated","significant","negative","RFXAP"
"758","Gbp3",6.24466214990679e-20,0.776684128924327,0.475,0.195,1.00089444938706e-15,"NP-","significant","positive","GBP7"
"759","Gart",4.97285861885074e-07,-0.776647121246982,0.108,0.312,0.00797049779429397,"NP+","significant","negative","GART"
"760","Zfp646",4.57055869648212e-18,0.776440567734437,0.372,0.111,7.32569147872154e-14,"NP-","significant","positive","ZNF646"
"761","Kctd5",2.51468775294368e-12,0.776048492850439,0.272,0.1,4.03054153041813e-08,"NP-","significant","positive","KCTD5"
"762","Ptpn22",9.46627114189823e-15,-0.775984180912603,0.431,0.773,1.51725393862345e-10,"Untreated","significant","negative","PTPN22"
"763","Il2ra",2.95864722192214e-14,0.775981619801171,0.514,0.251,4.74211976729681e-10,"NP-","significant","positive","IL2RA"
"764","Dcaf15",1.88262842076717e-10,-0.77470141900264,0.337,0.637,3.01747683280561e-06,"NP+","significant","negative","DCAF15"
"765","Sarnp",3.51040034614503e-18,0.774596398675042,0.405,0.138,5.62646967480125e-14,"NP-","significant","positive","SARNP"
"766","Arid4b",3.71176642572226e-08,-0.773688152646723,0.313,0.573,0.000594921922714764,"NP+","significant","negative","ARID4B"
"767","Klf10",1.2432464380462e-09,-0.773278708404605,0.098,0.298,1.99267539090045e-05,"Untreated","significant","negative","KLF10"
"768","Gpr107",3.32346112090851e-09,-0.77311419315612,0.076,0.276,5.32684348459216e-05,"Untreated","significant","negative","GPR107"
"769","Zbtb38",1.00390521307342e-19,0.772147768767485,0.465,0.158,1.60905927551408e-15,"NP-","significant","positive","ZBTB38"
"770","Snx1",2.95977540067325e-14,-0.771873209959264,0.145,0.429,4.74392801219909e-10,"Untreated","significant","negative","SNX1"
"771","Psmg4",2.29436103393134e-14,0.770513335547926,0.319,0.115,3.67740186518515e-10,"NP-","significant","positive","PSMG4"
"772","Lsm6",2.28841600309614e-16,0.769904388671974,0.295,0.077,3.66787316976249e-12,"NP-","significant","positive","LSM6"
"773","Psma6",3.23659052618941e-23,0.769752162427346,0.593,0.224,5.18760729537638e-19,"NP-","significant","positive","PSMA6"
"774","Psmb7",7.07301230092843e-12,-0.768767266915209,0.13,0.37,1.13366241159281e-07,"Untreated","significant","negative","PSMB7"
"775","Add1",4.74152265738985e-11,-0.767685618243523,0.349,0.651,7.59971251526445e-07,"NP+","significant","negative","ADD1"
"776","Arhgef1",2.7751872705466e-18,-0.767501786184726,0.747,0.979,4.44807015723209e-14,"NP+","significant","negative","ARHGEF1"
"777","Zgpat",2.23272480150623e-09,-0.767002379606442,0.283,0.554,3.57861131185418e-05,"NP+","significant","negative","ZGPAT"
"778","Tomm22",6.22041062444477e-24,0.766969934710706,0.468,0.145,9.97007414886007e-20,"NP-","significant","positive","TOMM22"
"779","Ptpn7",5.36651435777387e-07,-0.766958930882515,0.211,0.442,0.00860144921263996,"NP+","significant","negative","PTPN7"
"780","Ptbp1",2.15243515578589e-12,-0.766874195799756,0.452,0.765,3.44992306769362e-08,"NP+","significant","negative","PTBP1"
"781","Kif21b",2.969645864866e-08,0.766385717909176,0.728,0.823,0.000475974839220723,"Untreated","significant","positive","KIF21B"
"782","Rbm22",1.27901759320025e-14,-0.766363449863781,0.134,0.446,2.05000939838136e-10,"Untreated","significant","negative","RBM22"
"783","Ubald2",1.07941021082992e-17,-0.766317954399919,0.424,0.799,1.73007868591819e-13,"Untreated","significant","negative","UBALD2"
"784","Glcci1",3.34930379032178e-18,0.766207732320565,0.405,0.133,5.36826411512774e-14,"NP-","significant","positive","GLCCI1"
"785","Polr1a",9.34597066373662e-17,0.765040243373938,0.339,0.104,1.4979721779837e-12,"NP-","significant","positive","POLR1A"
"786","Foxj2",6.12937986567774e-16,0.764812508355724,0.398,0.145,9.82417004870828e-12,"NP-","significant","positive","FOXJ2"
"787","Akt2",9.14326050033103e-20,0.763963162364072,0.498,0.188,1.46548179299306e-15,"NP-","significant","positive","AKT2"
"788","Eif3d",1.79311700451001e-14,-0.763943753059465,0.192,0.516,2.87400793482865e-10,"Untreated","significant","negative","EIF3D"
"789","Dgat1",1.22990204829307e-10,-0.762987646956425,0.163,0.398,1.97128700300414e-06,"Untreated","significant","negative","DGAT1"
"790","Tmem87a",7.69580804020918e-20,0.762476586893848,0.389,0.109,1.23348411268473e-15,"NP-","significant","positive","TMEM87A"
"791","Pitpnm2",7.09105826201962e-16,0.762240404859654,0.288,0.075,1.1365548182365e-11,"NP-","significant","positive","PITPNM2"
"792","Ramac",6.10188375227697e-12,-0.762113087677525,0.08,0.317,9.78009927814953e-08,"Untreated","significant","negative","RAMACL"
"793","Capns1",1.56203590224109e-23,0.76208791582864,0.677,0.285,2.50363114411202e-19,"NP-","significant","positive","CAPNS1"
"794","Lats1",3.17469684299754e-15,0.761983482786111,0.256,0.066,5.08840409995646e-11,"NP-","significant","positive","LATS1"
"795","Rpap1",2.36629499035845e-13,0.761517328918366,0.254,0.072,3.79269761054652e-09,"NP-","significant","positive","RPAP1"
"796","Eif3a",1.946863835459e-21,0.761224174452565,0.442,0.147,3.12043335547369e-17,"NP-","significant","positive","EIF3A"
"797","Ube2d3",2.62972637762479e-30,0.760032445362383,0.644,0.231,4.21492543805701e-26,"NP-","significant","positive","UBE2D3"
"798","Sec61a1",1.58010459605589e-12,-0.759587844130714,0.12,0.374,2.53259164655837e-08,"Untreated","significant","negative","SEC61A1"
"799","Dcaf11",4.36941323005675e-21,0.759319530679124,0.46,0.158,7.00329552513495e-17,"NP-","significant","positive","DCAF11"
"800","Otud4",1.69795257024766e-23,0.758986869683637,0.46,0.14,2.72147837959295e-19,"NP-","significant","positive","OTUD4"
"801","Cdc27",1.55122417554136e-09,-0.758677367774808,0.094,0.303,2.48630210855769e-05,"Untreated","significant","negative","CDC27"
"802","Stk4",1.58883687379354e-09,-0.758263729930177,0.337,0.609,2.54658774131628e-05,"NP+","significant","negative","STK4"
"803","Elovl5",2.30424507666176e-24,0.757924198211982,0.642,0.244,3.69324400887347e-20,"NP-","significant","positive","ELOVL5"
"804","Ufm1",4.00201580223765e-15,0.75725643013408,0.349,0.115,6.41443092782651e-11,"NP-","significant","positive","UFM1"
"805","H2afz",7.33004587559155e-25,0.756788860476739,0.719,0.312,1.17485975293981e-20,"NP-","significant","positive",NA
"806","Vcpip1",9.87199277657785e-12,-0.755713551289757,0.112,0.334,1.5822830022299e-07,"Untreated","significant","negative","VCPIP1"
"807","Cct5",2.44774518405051e-14,0.754963267608844,0.298,0.095,3.92324598099616e-10,"NP-","significant","positive","CCT5"
"808","Socs4",2.3329013933324e-21,0.754884556971012,0.463,0.149,3.73917435323316e-17,"NP-","significant","positive","SOCS4"
"809","Mon1b",5.33132968452402e-13,0.754884230591873,0.253,0.079,8.5450552183551e-09,"NP-","significant","positive","MON1B"
"810","mt-Atp8",8.51590664182837e-27,0.754773934689921,0.882,0.484,1.36492951655225e-22,"NP-","significant","positive","ATP8"
"811","Uck1",7.29713047116968e-13,-0.754012534681622,0.101,0.338,1.16958407191908e-08,"Untreated","significant","negative","UCK1"
"812","Psmd3",4.00038055005746e-18,0.753785908996937,0.393,0.127,6.4118099456321e-14,"NP-","significant","positive","PSMD3"
"813","Cyfip2",1.45924535979931e-25,0.753759806077429,0.875,0.446,2.33887846268634e-21,"NP-","significant","positive","CYFIP2"
"814","Txn1",6.81234530174631e-15,-0.753732757582128,0.217,0.538,1.0918827049639e-10,"Untreated","significant","negative","TXN"
"815","Cdan1",3.82463696783367e-13,0.753349389398609,0.267,0.081,6.1301281320438e-09,"NP-","significant","positive","CDAN1"
"816","Lrrc8c",2.18559525500307e-07,-0.753194959199575,0.259,0.494,0.00350307207471892,"NP+","significant","negative","LRRC8C"
"817","Vps16",7.96947129900183e-08,-0.752419627234057,0.211,0.441,0.00127734685980401,"NP+","significant","negative","VPS16"
"818","Grpel1",2.12077536318708e-12,-0.752390496861871,0.138,0.404,3.39917875211626e-08,"Untreated","significant","negative","GRPEL1"
"819","Trio",3.08053141479294e-16,0.750994555011868,0.356,0.115,4.93747575163012e-12,"NP-","significant","positive","TRIO"
"820","Sdhaf2",6.13548756198802e-21,0.750586840347354,0.388,0.122,9.8339594643544e-17,"NP-","significant","positive","SDHAF2"
"821","Irf1",4.28011843506101e-14,0.749886162208586,0.847,0.597,6.86017382771579e-10,"NP-","significant","positive","IRF1"
