"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","comp"
"195","Anp32e",3.28647362297934e-30,1.11622152797809,0.567,0.341,4.97572106519072e-26,"Untreated"
"196","Myof",3.32250115763553e-30,-0.872804672486968,0.594,0.761,5.0302667526602e-26,"Untreated"
"197","Nr1h3",6.97139711182353e-30,-2.4870724403981,0.108,0.362,1.05546952273008e-25,"Untreated"
"198","Heg1",9.12221262263243e-30,-2.01762844636397,0.149,0.411,1.38110299106655e-25,"Untreated"
"199","Mboat7",9.39621549750505e-30,1.17951079983843,0.522,0.296,1.42258702632227e-25,"Untreated"
"200","Rasgrp1",1.29426911172599e-29,-1.45020684209874,0.212,0.481,1.95952343515315e-25,"Untreated"
"201","Rap1a",1.70110385179913e-29,-0.55483358425904,0.764,0.907,2.57547123162389e-25,"Untreated"
"202","Tap2",2.06024440930682e-29,-0.933560474558445,0.58,0.78,3.11921003569052e-25,"Untreated"
"203","Capza2",3.08036896744929e-29,-0.814548719245384,0.435,0.689,4.66367861671822e-25,"Untreated"
"204","Lap3",3.15905327165635e-29,-1.94604774899843,0.134,0.388,4.78280665328771e-25,"Untreated"
"205","H2afj",3.67931580594469e-29,1.44634677583208,0.348,0.151,5.57048413020026e-25,"Untreated"
"206","Hck",3.78840112987599e-29,-0.568472318156234,0.866,0.885,5.73563931063225e-25,"Untreated"
"207","Psma7",7.0668891013982e-29,-1.33663121609097,0.191,0.458,1.06992700995169e-24,"Untreated"
"208","Eif3f",8.06556710342278e-29,-0.761739865020989,0.499,0.734,1.22112685945821e-24,"Untreated"
"209","Arl5c",2.32540892813238e-28,-1.18153476632839,0.359,0.598,3.52066911719242e-24,"Untreated"
"210","Rab32",3.35162151093579e-28,-0.848069755486716,0.467,0.7,5.07435496755679e-24,"Untreated"
"211","Pip4k2a",3.73633469990284e-28,0.755493818250622,0.811,0.654,5.6568107356529e-24,"Untreated"
"212","H2-Q6",4.50636608567205e-28,-1.43759509470435,0.206,0.467,6.82263825370748e-24,"Untreated"
"213","Ifi202b",4.60650894169056e-28,-1.41124708281928,0.206,0.467,6.9742545377195e-24,"Untreated"
"214","Emilin2",5.12040863698372e-28,0.638588157241206,0.873,0.787,7.75229867639335e-24,"Untreated"
"215","Ltb4r1",5.83105062419741e-28,1.47200433260894,0.295,0.116,8.82821064503488e-24,"Untreated"
"216","Tspo",7.33202736650479e-28,0.826878284233125,0.809,0.666,1.11006894328883e-23,"Untreated"
"217","Mcl1",7.96075105872566e-28,0.510877589239493,0.979,0.957,1.20525771029107e-23,"Untreated"
"218","Tcirg1",9.51298088435005e-28,-0.589369279772736,0.732,0.893,1.4402653058906e-23,"Untreated"
"219","Mrfap1",1.20659068330902e-27,0.860863578154717,0.696,0.526,1.82677829452985e-23,"Untreated"
"220","Syne3",1.21960358361316e-27,1.50774732049622,0.31,0.127,1.84647982559033e-23,"Untreated"
"221","Aida",1.2350202293782e-27,-2.10710475214386,0.076,0.318,1.86982062727859e-23,"Untreated"
"222","Pilra",1.2966403249643e-27,-1.13645206828938,0.255,0.52,1.96311345199594e-23,"Untreated"
"223","Aup1",1.57041857162343e-27,-0.599546057708829,0.665,0.844,2.37761371743788e-23,"Untreated"
"224","Inf2",1.92528289966027e-27,1.43738099457453,0.327,0.142,2.91487831008564e-23,"Untreated"
"225","Med13l",2.28826970691657e-27,1.15191452069836,0.527,0.321,3.46444033627169e-23,"Untreated"
"226","Rasgrp4",2.82600466560166e-27,1.21792588386497,0.465,0.252,4.27857106372091e-23,"Untreated"
"227","Ap2a2",2.92020570684462e-27,0.838539360204589,0.73,0.569,4.42119144016276e-23,"Untreated"
"228","Cnpy3",3.67764903044546e-27,0.972251187175755,0.633,0.43,5.56796063209443e-23,"Untreated"
"229","Hectd1",3.72583172674039e-27,1.16590120488326,0.425,0.214,5.64090923428494e-23,"Untreated"
"230","Abi3",4.79208973923764e-27,-0.537537790084436,0.779,0.913,7.25522386520579e-23,"Untreated"
"231","Ltb",5.16158793228171e-27,1.11963058716311,0.565,0.364,7.81464412947451e-23,"Untreated"
"232","Akap13",5.33985030280586e-27,1.08665231039701,0.592,0.399,8.08453335844808e-23,"Untreated"
"233","Spi1",5.51646949393141e-27,-0.526686176567655,0.854,0.89,8.35193481381215e-23,"Untreated"
"234","Edem1",5.52955997743916e-27,0.68312125844578,0.815,0.713,8.37175380584289e-23,"Untreated"
"235","Tagln2",6.37823565264875e-27,1.00057323887279,0.682,0.463,9.6566487781102e-23,"Untreated"
"236","Sorl1",6.80073619684228e-27,1.20832370278186,0.501,0.291,1.02963146020192e-22,"Untreated"
"237","Sod2",7.7679182827798e-27,-1.3581642487022,0.34,0.572,1.17606282801286e-22,"Untreated"
"238","Foxo3",1.01160372428241e-26,1.06890866932696,0.563,0.354,1.53156803856356e-22,"Untreated"
"239","Ap1s2",1.1409530923791e-26,-1.05714304964798,0.314,0.565,1.72740298186196e-22,"Untreated"
"240","Cdkn2d",1.80397881176053e-26,1.36579225778628,0.35,0.16,2.73122392100544e-22,"Untreated"
"241","Arhgef18",2.07995221058278e-26,1.58483926943773,0.304,0.129,3.14904764682234e-22,"Untreated"
"242","Nlrc5",2.13164365785067e-26,-0.877236044793209,0.399,0.66,3.22730849798591e-22,"Untreated"
"243","Blvrb",3.08566141927076e-26,-1.82928766678135,0.138,0.381,4.67169138877593e-22,"Untreated"
"244","Sec11c",3.22911538887923e-26,1.06224861777965,0.558,0.35,4.88888069876315e-22,"Untreated"
"245","Sirt7",4.60463208267905e-26,1.0192616487887,0.631,0.448,6.97141297317609e-22,"Untreated"
"246","Ywhag",5.32773082004447e-26,0.670988946983456,0.883,0.814,8.06618446154734e-22,"Untreated"
"247","Vdac2",5.66270237771742e-26,-1.12301886983806,0.238,0.493,8.57333139986418e-22,"Untreated"
"248","Tlr7",5.82595119639889e-26,-1.17958750594539,0.289,0.527,8.82049011134792e-22,"Untreated"
"249","Evl",8.39191492692673e-26,-0.655851937134759,0.699,0.834,1.27053591993671e-21,"Untreated"
"250","Arhgap26",9.16133299338877e-26,0.943629002688918,0.609,0.39,1.38702581519906e-21,"Untreated"
"251","Plgrkt",1.05125680056711e-25,-1.44881374549345,0.172,0.416,1.59160279605861e-21,"Untreated"
"252","Cmklr1",1.25811665473889e-25,-1.19400358108593,0.28,0.522,1.90478861527469e-21,"Untreated"
"253","Fam129b",1.60251999754099e-25,0.886986920189806,0.561,0.325,2.42621527627706e-21,"Untreated"
"254","Il18bp",1.7829397556037e-25,-2.72037782331974,0.045,0.26,2.699370789984e-21,"Untreated"
"255","Fbl",1.97658239390502e-25,1.04483941543334,0.55,0.348,2.99254574437221e-21,"Untreated"
"256","Tbc1d2b",2.80378613698364e-25,-1.10404257634165,0.314,0.553,4.24493221139323e-21,"Untreated"
"257","Tspyl1",2.82501278765876e-25,1.06103832103948,0.537,0.33,4.27706936051536e-21,"Untreated"
"258","Ern1",3.30789264841094e-25,1.12253690985037,0.544,0.349,5.00814946969416e-21,"Untreated"
"259","Gbp9",3.9287804682652e-25,-2.23254275188158,0.098,0.324,5.94817362895351e-21,"Untreated"
"260","Bmyc",4.00768838094973e-25,1.33676077771485,0.361,0.173,6.06764020875789e-21,"Untreated"
"261","Cbfa2t3",4.02589549443891e-25,0.898561521313408,0.675,0.485,6.09520577858051e-21,"Untreated"
"262","Prdm1",4.23512198849398e-25,-1.39782353243486,0.268,0.495,6.41197469057989e-21,"Untreated"
"263","Ppp1r9b",4.33093822338519e-25,0.556910515686865,0.898,0.874,6.55704047020517e-21,"Untreated"
"264","Kdm3b",4.44744515215373e-25,0.959237861932537,0.607,0.421,6.73343196036075e-21,"Untreated"
"265","F10",7.50101748153835e-25,-1.44223585476834,0.348,0.572,1.13565404670491e-20,"Untreated"
"266","Ppm1m",7.80255059293396e-25,1.26445940244113,0.456,0.26,1.1813061597702e-20,"Untreated"
"267","Clic4",9.11568560404253e-25,-0.991165756202588,0.418,0.64,1.38011480045204e-20,"Untreated"
"268","Midn",1.1323521581461e-24,0.841258859809785,0.769,0.638,1.7143811674332e-20,"Untreated"
"269","Purb",2.00510295032742e-24,0.965988734105455,0.59,0.399,3.03572586679571e-20,"Untreated"
"270","Slc25a5",2.70334346790617e-24,-0.970718404793751,0.293,0.541,4.09286201040994e-20,"Untreated"
"271","Tcf7l2",4.22319372970923e-24,-1.64246249112578,0.13,0.361,6.39391530677978e-20,"Untreated"
"272","Il21r",4.23817389979296e-24,-1.8424429742471,0.083,0.307,6.41659528428654e-20,"Untreated"
"273","Atp1b3",5.04812513561483e-24,-0.625447534982726,0.605,0.781,7.64286145532086e-20,"Untreated"
"274","Lcp2",6.45726241914757e-24,-0.709238986015389,0.607,0.755,9.77629530258943e-20,"Untreated"
"275","Hpse",8.01977443691158e-24,-0.909535936746865,0.429,0.651,1.21419384974841e-19,"Untreated"
"276","Eps8",9.11569642978389e-24,1.43282563617846,0.28,0.117,1.38011643946928e-19,"Untreated"
"277","Irgm2",9.25042605551403e-24,-2.38958094897105,0.083,0.296,1.40051450480482e-19,"Untreated"
"278","Trf",1.01228526696131e-23,0.770308795948867,0.73,0.516,1.53259989417942e-19,"Untreated"
"279","Abr",1.95196395490877e-23,-0.646676628437722,0.582,0.792,2.95527342773187e-19,"Untreated"
"280","Tbpl1",2.36527900043709e-23,-1.16472996643874,0.297,0.519,3.58103240666176e-19,"Untreated"
"281","Arhgap9",2.54600614224218e-23,0.810356311600495,0.739,0.613,3.85465329935466e-19,"Untreated"
"282","Rnase6",3.0749543364541e-23,-1.19808653252098,0.244,0.476,4.6554808653915e-19,"Untreated"
"283","Arhgef37",3.33434741186225e-23,-0.885735081108411,0.465,0.657,5.04820198155945e-19,"Untreated"
"284","Pde2a",3.39219991307582e-23,1.35374796958462,0.272,0.112,5.1357906683968e-19,"Untreated"
"285","Cd300c2",4.96814589286449e-23,-0.621241507323583,0.588,0.77,7.52177288179684e-19,"Untreated"
"286","Ube2h",5.88231834526445e-23,1.43569953163257,0.293,0.13,8.90582997473038e-19,"Untreated"
"287","Hk3",6.44721204437907e-23,-1.56527559178468,0.146,0.373,9.76107903518991e-19,"Untreated"
"288","Tiam1",7.74880450893517e-23,1.07341210438384,0.497,0.304,1.17316900265279e-18,"Untreated"
"289","Slamf8",8.38534669104463e-23,-1.19020210961636,0.272,0.497,1.26954148902416e-18,"Untreated"
"290","Psma5",8.80140374078748e-23,-0.922416870870092,0.323,0.554,1.33253252635522e-18,"Untreated"
"291","Rnf213",8.89119725937914e-23,-0.843793296934399,0.469,0.679,1.34612726507e-18,"Untreated"
"292","Ssbp4",9.75906882665106e-23,0.969683428971941,0.565,0.374,1.47752302035497e-18,"Untreated"
"293","Cxcl2",9.85093509875027e-23,-1.89721071139049,0.24,0.442,1.49143157395079e-18,"Untreated"
"294","Serf2",1.06108368968722e-22,0.650212719724909,0.826,0.734,1.60648070618645e-18,"Untreated"
"295","Klf16",1.07309790169716e-22,1.51693775234228,0.261,0.109,1.6246702231695e-18,"Untreated"
"296","Mob1a",1.09147350523833e-22,-0.543394845167256,0.641,0.829,1.65249088693084e-18,"Untreated"
"297","Cirbp",1.18099409019135e-22,1.17767955001665,0.395,0.205,1.78802505254971e-18,"Untreated"
"298","Atp6v0d1",1.21600775170641e-22,-0.764739200167685,0.414,0.642,1.8410357360835e-18,"Untreated"
"299","Dram1",1.28682680439723e-22,-1.21869537599108,0.244,0.471,1.94825578185741e-18,"Untreated"
"300","Cd48",1.29445254528171e-22,-0.940719799983857,0.382,0.593,1.95980115355651e-18,"Untreated"
"301","Tmcc3",1.80758571522246e-22,-1.93200675251811,0.087,0.3,2.7366847728468e-18,"Untreated"
"302","Capns1",1.90699361955561e-22,-0.839638003419984,0.325,0.56,2.88718834000719e-18,"Untreated"
"303","Pi16",2.00750750399223e-22,1.61376927007122,0.261,0.11,3.03936636104423e-18,"Untreated"
"304","Anp32a",2.23313820007511e-22,0.604431486880446,0.847,0.783,3.38097123491372e-18,"Untreated"
"305","Kdm2a",2.89512794032507e-22,0.89901159245574,0.628,0.477,4.38322370165215e-18,"Untreated"
"306","Wipf1",2.98636055786372e-22,0.642939727736468,0.826,0.75,4.52134988460568e-18,"Untreated"
"307","Prkch",4.30366869184078e-22,-0.989968432596555,0.306,0.533,6.51575439944694e-18,"Untreated"
"308","Msl1",4.37598357512417e-22,0.985621638506021,0.442,0.244,6.625239132738e-18,"Untreated"
"309","Sp140",4.48142367626761e-22,-1.35978252710058,0.159,0.383,6.78487544586917e-18,"Untreated"
"310","Sppl2a",5.16091625889145e-22,-0.739208877324001,0.448,0.663,7.81362721596166e-18,"Untreated"
"311","Gns",5.1744034981097e-22,-0.805913688935059,0.465,0.673,7.83404689613809e-18,"Untreated"
"312","Eif4a1",6.31063083042657e-22,-0.645002784255412,0.529,0.728,9.55429507726582e-18,"Untreated"
"313","Mbd2",6.67516828070922e-22,0.692169393890762,0.775,0.68,1.01062047769938e-17,"Untreated"
"314","Man2a2",8.26876443610428e-22,1.10996622042823,0.401,0.216,1.25189093562619e-17,"Untreated"
"315","Il27",1.06092623191014e-21,-1.89296339728352,0.087,0.292,1.60624231511195e-17,"Untreated"
"316","Ceacam1",1.17383135195997e-21,-1.23673181757596,0.34,0.537,1.7771806668674e-17,"Untreated"
"317","Neurl3",1.34589463443615e-21,0.700108486695011,0.766,0.632,2.03768447653633e-17,"Untreated"
"318","Ifi211",1.85637715934087e-21,-0.98266963913751,0.318,0.539,2.81055501924208e-17,"Untreated"
"319","Tns3",2.00636023435651e-21,-0.772465471702559,0.478,0.672,3.03762939481575e-17,"Untreated"
"320","Klf4",2.27491384569545e-21,0.719463709178094,0.832,0.714,3.44421956238291e-17,"Untreated"
"321","Igsf8",2.48518036358569e-21,0.882634200825936,0.565,0.369,3.76256307046873e-17,"Untreated"
"322","Cblb",3.23130740233558e-21,-1.17612824520469,0.268,0.478,4.89219940713606e-17,"Untreated"
"323","Ddhd1",3.31774251964886e-21,-0.67861344445145,0.49,0.699,5.02306217474837e-17,"Untreated"
"324","Mef2c",5.30878476272391e-21,0.965672797756071,0.442,0.248,8.037500130764e-17,"Untreated"
"325","Runx3",5.61328112191359e-21,0.730759188174667,0.715,0.555,8.49850761857718e-17,"Untreated"
"326","Rcsd1",6.44473242701627e-21,0.874322775593926,0.425,0.231,9.75732489450263e-17,"Untreated"
"327","Tnrc18",7.17431522694074e-21,0.82563936877887,0.609,0.444,1.08619132535883e-16,"Untreated"
"328","Itgb7",8.5075437982202e-21,-0.686959469078909,0.522,0.694,1.28804213105054e-16,"Untreated"
"329","Smad3",1.05110142916782e-20,1.34039702566717,0.297,0.139,1.59136756376008e-16,"Untreated"
"330","Plaur",1.22796567596914e-20,-0.526359752817843,0.766,0.869,1.85914003341728e-16,"Untreated"
"331","Ube2d3",1.28942519087785e-20,-1.08187456800129,0.227,0.445,1.95218973898907e-16,"Untreated"
"332","Trabd",1.31701265081278e-20,1.07518077498915,0.397,0.217,1.99395715333055e-16,"Untreated"
"333","Lipa",1.33627756716944e-20,-1.13887136324199,0.352,0.561,2.02312423669454e-16,"Untreated"
"334","Arhgap39",1.48566761579139e-20,1.01524484030875,0.431,0.244,2.24930077030817e-16,"Untreated"
"335","Os9",1.55251166566046e-20,0.908368648710644,0.537,0.357,2.35050266180994e-16,"Untreated"
"336","H3f3b",1.6774699115388e-20,-0.542437353603797,0.707,0.857,2.53968944606974e-16,"Untreated"
"337","Acsl5",2.02460114963038e-20,-0.787181194003986,0.372,0.591,3.0652461405404e-16,"Untreated"
"338","Kdm2b",2.16248817365336e-20,1.24703796760867,0.306,0.146,3.27400709491119e-16,"Untreated"
"339","Ptprj",2.65522130721131e-20,-0.582469375997415,0.707,0.822,4.02000505911793e-16,"Untreated"
"340","mt-Nd6",3.11860265362985e-20,1.3840263964263,0.346,0.178,4.72156441759559e-16,"Untreated"
"341","Icam1",4.36306421969081e-20,-0.943406446302707,0.41,0.608,6.60567922861188e-16,"Untreated"
"342","Slc11a1",5.19400612966121e-20,-0.776199328065465,0.554,0.705,7.86372528030707e-16,"Untreated"
"343","Itprip",5.38460656766904e-20,1.2046090047762,0.348,0.182,8.15229434345093e-16,"Untreated"
"344","Prelid1",5.91024473060014e-20,0.735189114517741,0.69,0.556,8.94811052212861e-16,"Untreated"
"345","Coa5",7.74467762755824e-20,-0.85719395048264,0.331,0.547,1.17254419281232e-15,"Untreated"
"346","Emb",8.73661606688534e-20,0.650702113552037,0.709,0.516,1.32272367252644e-15,"Untreated"
"347","Kctd20",1.23913686899305e-19,1.23911416166663,0.299,0.144,1.87605321965548e-15,"Untreated"
"348","Slc29a3",1.30096340639895e-19,1.01903094677479,0.431,0.249,1.96965859728801e-15,"Untreated"
"349","Pbx1",1.30403272348957e-19,1.24020332994899,0.312,0.152,1.97430554336321e-15,"Untreated"
"350","Plec",1.85428841688791e-19,0.986886070307996,0.588,0.44,2.8073926631683e-15,"Untreated"
"351","Sigmar1",2.21954581765497e-19,1.1141554897332,0.374,0.202,3.36039236792962e-15,"Untreated"
"352","Arl5a",2.2822754489155e-19,-1.02937865014587,0.274,0.482,3.45536502965806e-15,"Untreated"
"353","Pomp",2.35366598740904e-19,-0.574035666222473,0.556,0.734,3.56345030493729e-15,"Untreated"
"354","Prrc2c",2.60909978593156e-19,-0.609757386700948,0.465,0.682,3.95017707590038e-15,"Untreated"
"355","Letm1",3.18591484158145e-19,1.10257722508134,0.376,0.205,4.82347507015432e-15,"Untreated"
"356","Zfp703",3.30410433359002e-19,0.790855242872373,0.631,0.452,5.0024139610553e-15,"Untreated"
"357","Cdc42se1",3.57763553055382e-19,0.639257623637763,0.779,0.694,5.41654019325849e-15,"Untreated"
"358","Gas7",4.35370921633467e-19,1.19210904174794,0.255,0.112,6.59151575353069e-15,"Untreated"
"359","Dram2",4.63612964127823e-19,-0.887936231681702,0.268,0.487,7.01910027689524e-15,"Untreated"
"360","Ttc7",5.04049926273239e-19,0.576180755182397,0.826,0.767,7.63131588377684e-15,"Untreated"
"361","H2-M3",5.30742486702108e-19,-0.784410429027386,0.327,0.554,8.03544124866992e-15,"Untreated"
"362","Actr3",5.72482392570458e-19,-0.538383582040853,0.58,0.769,8.66738342351674e-15,"Untreated"
"363","Isoc1",5.84289351215444e-19,-0.989096934108606,0.212,0.428,8.84614077740182e-15,"Untreated"
"364","Ppp3ca",6.96041067979265e-19,0.950366688048619,0.437,0.258,1.05380617692061e-14,"Untreated"
"365","Sft2d2",7.15383661712306e-19,1.17148693460149,0.295,0.142,1.08309086383243e-14,"Untreated"
"366","Hint1",8.11267634122432e-19,-1.16231290609356,0.157,0.364,1.22825919806136e-14,"Untreated"
"367","Uqcrfs1",8.16386671858066e-19,-0.601173690852093,0.459,0.672,1.23600942119311e-14,"Untreated"
"368","Xylt1",8.52785264957251e-19,1.04398681894719,0.391,0.219,1.29111689114528e-14,"Untreated"
"369","Nedd9",8.68606762846653e-19,-0.817058645830146,0.382,0.579,1.31507063894983e-14,"Untreated"
"370","Slc15a4",9.19352648592528e-19,0.755477596255323,0.696,0.555,1.39189990996909e-14,"Untreated"
"371","Srsf1",9.76058537822669e-19,0.839897798549946,0.571,0.395,1.47775262626352e-14,"Untreated"
"372","Dpep2",9.7856138850095e-19,1.32013968326436,0.257,0.115,1.48154194219044e-14,"Untreated"
"373","Ncoa3",1.11953299356144e-18,-0.539006448203523,0.548,0.755,1.69497295225203e-14,"Untreated"
"374","Psma3",1.19374244808672e-18,-1.15222032244576,0.17,0.375,1.8073260664033e-14,"Untreated"
"375","Atf1",1.26349544110531e-18,1.09703919072799,0.386,0.219,1.91293209783344e-14,"Untreated"
"376","Malt1",1.26945960113957e-18,-1.13795042857068,0.386,0.552,1.92196183612531e-14,"Untreated"
"377","Hnrnpa1",1.42745501476616e-18,-0.609943133923146,0.531,0.715,2.16116689235596e-14,"Untreated"
"378","Smarca4",1.45052386577606e-18,-0.661539004627737,0.386,0.608,2.19609313278495e-14,"Untreated"
"379","Lgals3bp",1.51657792716289e-18,-0.76632895107633,0.518,0.707,2.29609898172461e-14,"Untreated"
"380","Pecam1",1.80144744978179e-18,-2.7591538661056,0.149,0.333,2.72739143896963e-14,"Untreated"
"381","Arf4",1.80698273197135e-18,-0.681209957193739,0.391,0.605,2.73577185620462e-14,"Untreated"
"382","Aim2",2.08237545870368e-18,-1.1127304385814,0.208,0.409,3.15271644447737e-14,"Untreated"
"383","Wdr46",2.29035720695033e-18,1.23690012714518,0.342,0.183,3.46760081132281e-14,"Untreated"
"384","Psma4",2.41593540799894e-18,-0.640182480135693,0.505,0.683,3.6577262077104e-14,"Untreated"
"385","Bri3bp",2.43299361770135e-18,0.842745375422653,0.556,0.374,3.68355233719984e-14,"Untreated"
"386","Asah1",2.47649092783933e-18,-0.658573042063736,0.408,0.617,3.74940726474874e-14,"Untreated"
"387","Egr1",2.48124529072072e-18,0.714166159361717,0.529,0.324,3.75660537015117e-14,"Untreated"
"388","Washc2",2.60707558307851e-18,1.02051868742431,0.454,0.283,3.94711243278086e-14,"Untreated"
"389","BC028528",2.7539021520701e-18,-0.933018413312088,0.361,0.557,4.16940785823413e-14,"Untreated"
"390","Adgre1",2.8865014677213e-18,-1.24872720617885,0.227,0.423,4.37016322213004e-14,"Untreated"
"391","Dbnl",2.93405393164536e-18,-0.507147534386821,0.722,0.85,4.44215765251108e-14,"Untreated"
"392","Lrch4",3.25102825231813e-18,0.700869681810352,0.743,0.646,4.92205677400964e-14,"Untreated"
"393","N4bp1",3.8405167355341e-18,-0.717824406687178,0.38,0.585,5.81454233759862e-14,"Untreated"
"394","Slc38a2",4.47064915650117e-18,0.823437272955495,0.558,0.38,6.76856282294278e-14,"Untreated"
"395","Orai1",4.47620841357139e-18,0.885651694617456,0.499,0.325,6.77697953814708e-14,"Untreated"
"396","H2-T24",5.16009512716272e-18,-1.26028427148576,0.268,0.461,7.81238402252435e-14,"Untreated"
"397","Arrb2",5.50922079539068e-18,0.826033013379704,0.618,0.473,8.3409602842215e-14,"Untreated"
"398","Ckb",5.57376153593705e-18,1.37696156550439,0.289,0.143,8.4386749654087e-14,"Untreated"
"399","Usf2",5.74172050350016e-18,0.68600731206267,0.732,0.666,8.69296484229925e-14,"Untreated"
"400","Bcl2l11",7.20439387342939e-18,0.710099606518298,0.718,0.575,1.09074523243721e-13,"Untreated"
"401","Def6",8.38635564168852e-18,1.04781190746516,0.399,0.23,1.26969424415164e-13,"Untreated"
"402","Ighm",8.71438582660579e-18,1.02662975561336,0.372,0.201,1.31935801414812e-13,"Untreated"
"403","Bcl6",8.9082747562407e-18,0.806760953617987,0.624,0.453,1.34871279809484e-13,"Untreated"
"404","Eif4b",1.1508263034613e-17,0.654256864076266,0.707,0.597,1.7423510234404e-13,"Untreated"
"405","Clec12a",1.18118974148209e-17,-0.730644367790533,0.446,0.621,1.78832126860388e-13,"Untreated"
"406","Caprin1",1.25515509526455e-17,-1.13010924363568,0.163,0.361,1.90030481423053e-13,"Untreated"
"407","Rbms1",1.26394002609708e-17,-0.701936431475861,0.408,0.611,1.91360519951098e-13,"Untreated"
"408","mt-Atp6",1.35573190885683e-17,-0.584525496431467,0.565,0.746,2.05257811000924e-13,"Untreated"
"409","Tlr13",1.38609975226999e-17,-0.958942746895206,0.225,0.431,2.09855502493677e-13,"Untreated"
"410","Dusp2",1.39123738023508e-17,0.811695276953504,0.667,0.496,2.10633339367591e-13,"Untreated"
"411","Arid5b",1.39211816618089e-17,-1.54133746000326,0.108,0.292,2.10766690359787e-13,"Untreated"
"412","Relt",1.71028903504342e-17,0.815483525820626,0.537,0.353,2.58937759905574e-13,"Untreated"
"413","Tspan14",1.93328353416332e-17,-0.614994594695316,0.473,0.666,2.92699127072327e-13,"Untreated"
"414","Rnf130",2.75308700611875e-17,-0.526537422116743,0.573,0.741,4.16817372726378e-13,"Untreated"
"415","Sgpp1",3.15996383017012e-17,0.860086677353956,0.512,0.346,4.78418523887757e-13,"Untreated"
"416","Csrnp1",3.18008392921964e-17,0.854431514469152,0.55,0.378,4.81464706883854e-13,"Untreated"
"417","Bmpr2",3.39127198038101e-17,-1.69216575791022,0.268,0.459,5.13438577829685e-13,"Untreated"
"418","Cers6",3.67381251641219e-17,-0.673310562006477,0.607,0.716,5.56215214984805e-13,"Untreated"
"419","Eif2ak3",4.07953870611468e-17,1.14093376772773,0.299,0.152,6.17642160105763e-13,"Untreated"
"420","Zfp217",4.67504310865133e-17,0.938354410755534,0.524,0.359,7.07801526649812e-13,"Untreated"
"421","Myl12b",4.8791867285705e-17,-0.557361332142205,0.52,0.71,7.38708870705574e-13,"Untreated"
"422","Nfkbid",5.65957509975384e-17,1.12752459181253,0.329,0.175,8.56859670102731e-13,"Untreated"
"423","Zdhhc18",5.81205309848676e-17,0.974243621560449,0.293,0.144,8.79944839110896e-13,"Untreated"
"424","Ppp1r12c",5.8225075191638e-17,0.672855305640755,0.726,0.6,8.81527638401399e-13,"Untreated"
"425","Rnd3",5.87481951038086e-17,0.930421498835036,0.382,0.217,8.89447673871663e-13,"Untreated"
"426","Cd9",6.0676408190952e-17,-1.637933093582,0.21,0.387,9.18640820011013e-13,"Untreated"
"427","Psma1",6.41598191452528e-17,-0.686479346430088,0.359,0.563,9.71379661859128e-13,"Untreated"
"428","Dusp16",6.46434541789623e-17,-1.63695804798465,0.138,0.316,9.78701896269489e-13,"Untreated"
"429","Uqcrc2",7.56377936141297e-17,-0.967999612036719,0.227,0.422,1.14515619531792e-12,"Untreated"
"430","Srsf9",8.27181759167181e-17,0.59739865204889,0.807,0.771,1.25235318337911e-12,"Untreated"
"431","B3gnt8",1.48716680880596e-16,1.14550613061988,0.268,0.129,2.25157054853223e-12,"Untreated"
"432","Aif1",1.48941982934161e-16,-0.583371801815097,0.813,0.837,2.25498162162319e-12,"Untreated"
"433","Bst2",1.60832821105938e-16,-0.609574548131874,0.544,0.728,2.4350089115439e-12,"Untreated"
"434","Pcbp2",1.65041031452142e-16,-0.730861657502653,0.329,0.527,2.49872121618544e-12,"Untreated"
"435","Vmp1",1.90451136382496e-16,0.726217344935073,0.671,0.543,2.88343020483098e-12,"Untreated"
"436","Dtx3l",1.97635490949561e-16,-0.789132361798244,0.357,0.547,2.99220133297636e-12,"Untreated"
"437","Abca9",2.04263575296476e-16,1.01697181653196,0.299,0.152,3.09255052998864e-12,"Untreated"
"438","Zfp362",2.35371091822107e-16,0.994189820992532,0.306,0.156,3.56351833018671e-12,"Untreated"
"439","Zcchc24",2.52584765110108e-16,0.915338914352938,0.452,0.289,3.82413334376704e-12,"Untreated"
"440","Nlrp3",3.04531030218281e-16,0.759535745283269,0.607,0.454,4.61059979750477e-12,"Untreated"
"441","Pira2",3.23386511437629e-16,-0.932550131184363,0.234,0.426,4.8960717831657e-12,"Untreated"
"442","Atf4",3.35831072462686e-16,0.891833280984345,0.512,0.353,5.08448243708506e-12,"Untreated"
"443","Akt1s1",3.4914899238991e-16,1.08509268338639,0.299,0.155,5.28611574478323e-12,"Untreated"
"444","Bcl2a1b",4.70039290400177e-16,-1.09180126576913,0.17,0.356,7.11639485665868e-12,"Untreated"
"445","Bahd1",5.2682855768951e-16,1.19461133580181,0.285,0.146,7.97618436341919e-12,"Untreated"
"446","Tifa",5.28064108703596e-16,-0.790787664580932,0.346,0.533,7.99489060577244e-12,"Untreated"
"447","Rbm7",5.32079370200562e-16,-0.547299728346593,0.548,0.705,8.05568166483651e-12,"Untreated"
"448","Zkscan14",5.52473782422997e-16,1.1204516232795,0.321,0.175,8.36445306588418e-12,"Untreated"
"449","Cpne1",5.89085811734739e-16,0.944736273757605,0.374,0.216,8.91875918966394e-12,"Untreated"
"450","Pqlc1",5.98628948758258e-16,0.807305085368785,0.563,0.41,9.06324228420003e-12,"Untreated"
